 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0060 	 0.0031 	 67.2414
  0.1235 	 0.0370 	 0.0010 	 -0.0020 	 22.1198
  0.1852 	 0.0370 	 -0.0002 	 0.0002 	 3.0489
  0.2469 	 0.0370 	 0.0004 	 -0.0001 	 4.5757
  0.3086 	 0.0370 	 0.0007 	 -0.0001 	 7.3122
  0.3704 	 0.0370 	 0.0008 	 0.0000 	 8.4871
  0.4321 	 0.0370 	 0.0007 	 0.0001 	 7.2648
  0.4938 	 0.0370 	 0.0004 	 0.0002 	 4.1793
  0.5556 	 0.0370 	 -0.0000 	 0.0002 	 1.8317
  0.6173 	 0.0370 	 -0.0003 	 0.0001 	 3.4034
  0.6790 	 0.0370 	 -0.0004 	 -0.0000 	 3.6832
  0.7407 	 0.0370 	 -0.0002 	 -0.0001 	 1.9142
  0.8025 	 0.0370 	 0.0002 	 -0.0001 	 1.8941
  0.8642 	 0.0370 	 0.0007 	 0.0003 	 7.8002
  0.9259 	 0.0370 	 -0.0016 	 -0.0019 	 25.0197
  0.0617 	 0.0741 	 0.0003 	 0.0051 	 51.4556
  0.1235 	 0.0741 	 -0.0010 	 -0.0007 	 12.3043
  0.1852 	 0.0741 	 -0.0009 	 -0.0002 	 9.0329
  0.2469 	 0.0741 	 -0.0003 	 -0.0004 	 4.8418
  0.3086 	 0.0741 	 0.0002 	 -0.0003 	 3.8543
  0.3704 	 0.0741 	 0.0005 	 -0.0001 	 5.4651
  0.4321 	 0.0741 	 0.0006 	 0.0002 	 6.2229
  0.4938 	 0.0741 	 0.0004 	 0.0004 	 5.2482
  0.5556 	 0.0741 	 0.0000 	 0.0004 	 3.7826
  0.6173 	 0.0741 	 -0.0001 	 0.0002 	 2.0845
  0.6790 	 0.0741 	 0.0000 	 -0.0001 	 1.4552
  0.7407 	 0.0741 	 0.0005 	 -0.0004 	 6.1955
  0.8025 	 0.0741 	 0.0010 	 -0.0004 	 10.3182
  0.8642 	 0.0741 	 0.0015 	 -0.0001 	 14.8770
  0.9259 	 0.0741 	 0.0011 	 -0.0005 	 12.3056
  0.0617 	 0.1111 	 -0.0022 	 0.0030 	 37.6362
  0.1235 	 0.1111 	 -0.0016 	 -0.0003 	 16.0442
  0.1852 	 0.1111 	 -0.0019 	 -0.0003 	 19.6242
  0.2469 	 0.1111 	 -0.0014 	 -0.0007 	 16.1147
  0.3086 	 0.1111 	 -0.0006 	 -0.0008 	 9.9194
  0.3704 	 0.1111 	 0.0001 	 -0.0004 	 3.8090
  0.4321 	 0.1111 	 0.0004 	 0.0002 	 4.5943
  0.4938 	 0.1111 	 0.0003 	 0.0005 	 6.2811
  0.5556 	 0.1111 	 0.0001 	 0.0005 	 5.1719
  0.6173 	 0.1111 	 0.0002 	 0.0001 	 1.8207
  0.6790 	 0.1111 	 0.0007 	 -0.0005 	 8.0616
  0.7407 	 0.1111 	 0.0015 	 -0.0008 	 16.8123
  0.8025 	 0.1111 	 0.0022 	 -0.0007 	 22.6585
  0.8642 	 0.1111 	 0.0024 	 -0.0001 	 24.1098
  0.9259 	 0.1111 	 0.0017 	 -0.0000 	 16.6652
  0.0617 	 0.1481 	 -0.0016 	 0.0021 	 26.1585
  0.1235 	 0.1481 	 -0.0027 	 0.0005 	 27.7219
  0.1852 	 0.1481 	 -0.0036 	 -0.0003 	 36.1331
  0.2469 	 0.1481 	 -0.0031 	 -0.0012 	 33.6818
  0.3086 	 0.1481 	 -0.0019 	 -0.0015 	 24.3333
  0.3704 	 0.1481 	 -0.0006 	 -0.0009 	 11.3046
  0.4321 	 0.1481 	 0.0001 	 -0.0000 	 1.3813
  0.4938 	 0.1481 	 0.0003 	 0.0006 	 6.6090
  0.5556 	 0.1481 	 0.0002 	 0.0005 	 5.7887
  0.6173 	 0.1481 	 0.0007 	 -0.0002 	 6.8384
  0.6790 	 0.1481 	 0.0017 	 -0.0011 	 20.0475
  0.7407 	 0.1481 	 0.0030 	 -0.0015 	 33.3057
  0.8025 	 0.1481 	 0.0039 	 -0.0010 	 40.1480
  0.8642 	 0.1481 	 0.0039 	 0.0001 	 38.7451
  0.9259 	 0.1481 	 0.0025 	 0.0009 	 26.8047
  0.0617 	 0.1852 	 -0.0018 	 0.0032 	 37.2336
  0.1235 	 0.1852 	 -0.0043 	 0.0019 	 47.0195
  0.1852 	 0.1852 	 -0.0058 	 0.0001 	 58.3510
  0.2469 	 0.1852 	 -0.0057 	 -0.0017 	 59.1209
  0.3086 	 0.1852 	 -0.0042 	 -0.0025 	 48.8132
  0.3704 	 0.1852 	 -0.0022 	 -0.0019 	 29.4152
  0.4321 	 0.1852 	 -0.0006 	 -0.0006 	 8.7344
  0.4938 	 0.1852 	 0.0001 	 0.0004 	 4.4827
  0.5556 	 0.1852 	 0.0007 	 0.0003 	 7.3558
  0.6173 	 0.1852 	 0.0019 	 -0.0009 	 20.7229
  0.6790 	 0.1852 	 0.0037 	 -0.0021 	 42.2997
  0.7407 	 0.1852 	 0.0054 	 -0.0023 	 58.5755
  0.8025 	 0.1852 	 0.0062 	 -0.0013 	 63.1906
  0.8642 	 0.1852 	 0.0057 	 0.0006 	 57.1443
  0.9259 	 0.1852 	 0.0037 	 0.0023 	 43.7559
  0.0617 	 0.2222 	 -0.0025 	 0.0051 	 56.9574
  0.1235 	 0.2222 	 -0.0059 	 0.0037 	 69.3109
  0.1852 	 0.2222 	 -0.0083 	 0.0009 	 83.9018
  0.2469 	 0.2222 	 -0.0091 	 -0.0019 	 92.8469
  0.3086 	 0.2222 	 -0.0083 	 -0.0035 	 90.2268
  0.3704 	 0.2222 	 -0.0061 	 -0.0034 	 70.2274
  0.4321 	 0.2222 	 -0.0033 	 -0.0020 	 38.0035
  0.4938 	 0.2222 	 -0.0004 	 -0.0007 	 7.6999
  0.5556 	 0.2222 	 0.0024 	 -0.0009 	 25.6493
  0.6173 	 0.2222 	 0.0053 	 -0.0024 	 58.1962
  0.6790 	 0.2222 	 0.0079 	 -0.0034 	 85.6436
  0.7407 	 0.2222 	 0.0091 	 -0.0029 	 95.8631
  0.8025 	 0.2222 	 0.0089 	 -0.0011 	 89.5826
  0.8642 	 0.2222 	 0.0074 	 0.0016 	 76.0568
  0.9259 	 0.2222 	 0.0047 	 0.0040 	 62.1728
  0.0617 	 0.2593 	 -0.0025 	 0.0076 	 80.1539
  0.1235 	 0.2593 	 -0.0070 	 0.0060 	 91.9335
  0.1852 	 0.2593 	 -0.0102 	 0.0024 	 104.4377
  0.2469 	 0.2593 	 -0.0132 	 -0.0007 	 131.8460
  0.3086 	 0.2593 	 -0.0157 	 -0.0032 	 159.9191
  0.3704 	 0.2593 	 -0.0156 	 -0.0047 	 162.5056
  0.4321 	 0.2593 	 -0.0111 	 -0.0050 	 122.2298
  0.4938 	 0.2593 	 -0.0021 	 -0.0050 	 54.4701
  0.5556 	 0.2593 	 0.0080 	 -0.0049 	 94.1986
  0.6173 	 0.2593 	 0.0146 	 -0.0048 	 153.2636
  0.6790 	 0.2593 	 0.0164 	 -0.0040 	 168.9710
  0.7407 	 0.2593 	 0.0147 	 -0.0021 	 148.4608
  0.8025 	 0.2593 	 0.0113 	 0.0004 	 112.9509
  0.8642 	 0.2593 	 0.0082 	 0.0031 	 87.8276
  0.9259 	 0.2593 	 0.0052 	 0.0061 	 80.4311
  0.0617 	 0.2963 	 -0.0037 	 0.0106 	 112.1093
