 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4089 	 0.0000 	 0.0000 	 0.0000  
  0.2469 	 0.4068 	 0.0000 	 -0.0000 	 0.0000  
  0.3086 	 0.4312 	 0.0000 	 0.0000 	 0.0000  
  0.3704 	 0.4741 	 -0.0000 	 0.0000 	 0.0000  
  0.4321 	 0.5074 	 -0.0000 	 -0.0000 	 0.0000  
  0.4938 	 0.5189 	 -0.0000 	 0.0000 	 0.0000  
  0.5556 	 0.5076 	 0.0000 	 -0.0000 	 0.0000  
  0.6173 	 0.4745 	 0.0000 	 0.0000 	 0.0000  
  0.6790 	 0.4316 	 0.0000 	 0.0000 	 0.0000  
  0.7407 	 0.4066 	 -0.0000 	 -0.0000 	 0.0000  
  0.8025 	 0.4068 	 -0.0000 	 -0.0000 	 0.0000  
 
