3.010296e-01 	 1.256052e-02 
2.979235e-01 	 1.256427e-02 
2.948177e-01 	 1.256802e-02 
2.917142e-01 	 1.257164e-02 
2.886106e-01 	 1.257543e-02 
2.855068e-01 	 1.257786e-02 
2.824033e-01 	 1.258030e-02 
2.793021e-01 	 1.258264e-02 
2.762008e-01 	 1.258499e-02 
2.730995e-01 	 1.258614e-02 
2.699985e-01 	 1.258728e-02 
2.668996e-01 	 1.258835e-02 
2.638008e-01 	 1.258935e-02 
2.607020e-01 	 1.258945e-02 
2.576035e-01 	 1.258955e-02 
2.545074e-01 	 1.258951e-02 
2.514114e-01 	 1.258980e-02 
2.483156e-01 	 1.258958e-02 
2.452200e-01 	 1.258936e-02 
2.421271e-01 	 1.258903e-02 
2.390341e-01 	 1.258972e-02 
2.359415e-01 	 1.259068e-02 
2.328494e-01 	 1.259164e-02 
2.297603e-01 	 1.259307e-02 
2.266712e-01 	 1.259565e-02 
2.235828e-01 	 1.260023e-02 
2.204951e-01 	 1.260482e-02 
2.143273e-01 	 1.261743e-02 
2.081630e-01 	 1.263927e-02 
2.020101e-01 	 1.266487e-02 
1.958618e-01 	 1.270167e-02 
1.897288e-01 	 1.274039e-02 
1.836006e-01 	 1.278684e-02 
1.774900e-01 	 1.283059e-02 
1.713830e-01 	 1.286938e-02 
1.652921e-01 	 1.289905e-02 
1.592024e-01 	 1.290053e-02 
1.531203e-01 	 1.288710e-02 
1.470370e-01 	 1.281506e-02 
1.409428e-01 	 1.272545e-02 
1.348447e-01 	 1.254924e-02 
1.287031e-01 	 1.235594e-02 
1.225481e-01 	 1.206108e-02 
1.194237e-01 	 1.190869e-02 
1.162962e-01 	 1.175763e-02 
1.131553e-01 	 1.155083e-02 
1.100019e-01 	 1.134562e-02 
1.067715e-01 	 1.113765e-02 
1.035292e-01 	 1.093827e-02 
1.002575e-01 	 1.069027e-02 
9.695207e-02 	 1.044579e-02 
9.353703e-02 	 1.020065e-02 
9.009871e-02 	 9.996058e-03 
8.660591e-02 	 9.771779e-03 
8.307467e-02 	 9.551077e-03 
7.941835e-02 	 9.335006e-03 
7.575657e-02 	 9.251233e-03 
7.206246e-02 	 9.186401e-03 
6.842304e-02 	 9.120674e-03 
6.469513e-02 	 9.125300e-03 
6.110348e-02 	 9.395243e-03 
5.773953e-02 	 9.760906e-03 
5.457061e-02 	 1.011471e-02 
5.136541e-02 	 1.040255e-02 
4.558281e-02 	 1.216245e-02 
4.238147e-02 	 1.302686e-02 
3.917321e-02 	 1.385707e-02 
3.511730e-02 	 1.586295e-02 
3.131752e-02 	 1.882108e-02 
2.846672e-02 	 2.033807e-02 
2.471035e-02 	 2.355221e-02 
2.199281e-02 	 2.647850e-02 
1.937292e-02 	 2.962141e-02 
1.726197e-02 	 3.340976e-02 
1.424200e-02 	 3.702539e-02 
1.257554e-02 	 4.238110e-02 
1.059421e-02 	 4.825988e-02 
9.940567e-03 	 5.160059e-02 
9.287825e-03 	 5.494322e-02 
8.991302e-03 	 5.858211e-02 
8.672350e-03 	 6.245949e-02 
8.488404e-03 	 6.656545e-02 
8.612154e-03 	 7.071708e-02 
8.780982e-03 	 7.467212e-02 
8.947533e-03 	 7.863764e-02 
9.163835e-03 	 8.254078e-02 
9.439626e-03 	 8.638796e-02 
9.717659e-03 	 9.003685e-02 
9.993163e-03 	 9.365250e-02 
1.023180e-02 	 9.722721e-02 
1.047463e-02 	 1.007444e-01 
1.071948e-02 	 1.041437e-01 
1.094792e-02 	 1.075301e-01 
1.111643e-02 	 1.109027e-01 
1.128665e-02 	 1.142316e-01 
1.145805e-02 	 1.175053e-01 
1.160387e-02 	 1.207755e-01 
1.170452e-02 	 1.240427e-01 
1.180567e-02 	 1.272821e-01 
1.190735e-02 	 1.304999e-01 
1.198199e-02 	 1.337173e-01 
1.202891e-02 	 1.369345e-01 
