 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0003 	 0.0001 	 4.3809
  0.1235 	 0.0370 	 0.0010 	 -0.0000 	 8.4036
  0.1852 	 0.0370 	 0.0016 	 0.0001 	 13.9955
  0.2469 	 0.0370 	 0.0018 	 0.0002 	 18.1812
  0.3086 	 0.0370 	 0.0021 	 0.0002 	 20.1516
  0.3704 	 0.0370 	 0.0019 	 -0.0000 	 17.3226
  0.4321 	 0.0370 	 0.0014 	 -0.0003 	 11.5395
  0.4938 	 0.0370 	 0.0001 	 -0.0004 	 4.4883
  0.5556 	 0.0370 	 -0.0010 	 -0.0004 	 9.7397
  0.6173 	 0.0370 	 -0.0019 	 -0.0002 	 16.2397
  0.6790 	 0.0370 	 -0.0020 	 0.0001 	 18.7132
  0.7407 	 0.0370 	 -0.0019 	 0.0002 	 18.4871
  0.8025 	 0.0370 	 -0.0015 	 0.0002 	 14.9816
  0.8642 	 0.0370 	 -0.0013 	 0.0000 	 10.8182
  0.9259 	 0.0370 	 -0.0006 	 0.0000 	 5.6426
  0.0617 	 0.0741 	 0.0004 	 0.0001 	 3.4841
  0.1235 	 0.0741 	 0.0006 	 0.0001 	 7.3159
  0.1852 	 0.0741 	 0.0012 	 0.0003 	 12.6027
  0.2469 	 0.0741 	 0.0016 	 0.0004 	 18.1100
  0.3086 	 0.0741 	 0.0017 	 0.0003 	 20.9062
  0.3704 	 0.0741 	 0.0013 	 0.0000 	 18.3361
  0.4321 	 0.0741 	 0.0007 	 -0.0006 	 12.3344
  0.4938 	 0.0741 	 0.0002 	 -0.0009 	 8.2540
  0.5556 	 0.0741 	 -0.0008 	 -0.0008 	 11.8508
  0.6173 	 0.0741 	 -0.0012 	 -0.0003 	 16.5534
  0.6790 	 0.0741 	 -0.0014 	 0.0002 	 19.6817
  0.7407 	 0.0741 	 -0.0016 	 0.0003 	 18.9580
  0.8025 	 0.0741 	 -0.0015 	 0.0003 	 14.5508
  0.8642 	 0.0741 	 -0.0008 	 0.0002 	 8.9295
  0.9259 	 0.0741 	 -0.0004 	 0.0001 	 5.1595
  0.0617 	 0.1111 	 0.0003 	 0.0001 	 2.9709
  0.1235 	 0.1111 	 0.0004 	 0.0002 	 6.3696
  0.1852 	 0.1111 	 0.0009 	 0.0003 	 11.6005
  0.2469 	 0.1111 	 0.0017 	 0.0003 	 17.2249
  0.3086 	 0.1111 	 0.0018 	 0.0004 	 20.8574
  0.3704 	 0.1111 	 0.0017 	 -0.0001 	 20.1677
  0.4321 	 0.1111 	 0.0010 	 -0.0007 	 14.2483
  0.4938 	 0.1111 	 0.0000 	 -0.0010 	 10.1219
  0.5556 	 0.1111 	 -0.0007 	 -0.0009 	 13.4330
  0.6173 	 0.1111 	 -0.0014 	 -0.0003 	 18.2442
  0.6790 	 0.1111 	 -0.0019 	 0.0001 	 21.1811
  0.7407 	 0.1111 	 -0.0017 	 0.0005 	 18.3385
  0.8025 	 0.1111 	 -0.0011 	 0.0004 	 13.0745
  0.8642 	 0.1111 	 -0.0006 	 0.0003 	 8.1320
  0.9259 	 0.1111 	 -0.0005 	 0.0001 	 4.7486
  0.0617 	 0.1481 	 0.0002 	 0.0002 	 2.6508
  0.1235 	 0.1481 	 0.0009 	 0.0000 	 6.8593
  0.1852 	 0.1481 	 0.0011 	 0.0004 	 12.4418
  0.2469 	 0.1481 	 0.0018 	 0.0005 	 18.4735
  0.3086 	 0.1481 	 0.0027 	 0.0003 	 22.9014
  0.3704 	 0.1481 	 0.0027 	 -0.0001 	 23.2508
  0.4321 	 0.1481 	 0.0017 	 -0.0006 	 16.7633
  0.4938 	 0.1481 	 0.0003 	 -0.0011 	 11.1674
  0.5556 	 0.1481 	 -0.0013 	 -0.0010 	 15.5584
  0.6173 	 0.1481 	 -0.0026 	 -0.0004 	 22.1470
  0.6790 	 0.1481 	 -0.0026 	 0.0002 	 23.1774
  0.7407 	 0.1481 	 -0.0022 	 0.0004 	 19.6808
  0.8025 	 0.1481 	 -0.0013 	 0.0004 	 14.0081
  0.8642 	 0.1481 	 -0.0009 	 0.0003 	 8.7850
  0.9259 	 0.1481 	 -0.0005 	 0.0000 	 4.4811
  0.0617 	 0.1852 	 0.0003 	 0.0001 	 2.6802
  0.1235 	 0.1852 	 0.0008 	 0.0001 	 6.9963
  0.1852 	 0.1852 	 0.0015 	 0.0004 	 13.3663
  0.2469 	 0.1852 	 0.0022 	 0.0004 	 20.6443
  0.3086 	 0.1852 	 0.0028 	 0.0004 	 25.7527
  0.3704 	 0.1852 	 0.0029 	 0.0001 	 24.6396
  0.4321 	 0.1852 	 0.0023 	 -0.0008 	 19.0921
  0.4938 	 0.1852 	 0.0002 	 -0.0012 	 11.9928
  0.5556 	 0.1852 	 -0.0017 	 -0.0010 	 17.0725
  0.6173 	 0.1852 	 -0.0028 	 -0.0005 	 24.0089
  0.6790 	 0.1852 	 -0.0030 	 0.0002 	 25.3233
  0.7407 	 0.1852 	 -0.0022 	 0.0006 	 21.5136
  0.8025 	 0.1852 	 -0.0016 	 0.0004 	 15.7499
  0.8642 	 0.1852 	 -0.0012 	 0.0002 	 9.3566
  0.9259 	 0.1852 	 -0.0003 	 0.0001 	 4.0693
  0.0617 	 0.2222 	 0.0003 	 0.0000 	 2.5360
  0.1235 	 0.2222 	 0.0004 	 0.0002 	 5.8506
  0.1852 	 0.2222 	 0.0014 	 0.0003 	 12.7257
  0.2469 	 0.2222 	 0.0019 	 0.0006 	 20.6540
  0.3086 	 0.2222 	 0.0023 	 0.0006 	 26.3880
  0.3704 	 0.2222 	 0.0026 	 -0.0000 	 26.1251
  0.4321 	 0.2222 	 0.0014 	 -0.0007 	 17.8973
  0.4938 	 0.2222 	 0.0004 	 -0.0014 	 13.0794
  0.5556 	 0.2222 	 -0.0015 	 -0.0013 	 18.0771
  0.6173 	 0.2222 	 -0.0022 	 -0.0003 	 23.6537
  0.6790 	 0.2222 	 -0.0022 	 0.0003 	 25.7500
  0.7407 	 0.2222 	 -0.0021 	 0.0006 	 22.6094
  0.8025 	 0.2222 	 -0.0015 	 0.0005 	 15.2457
  0.8642 	 0.2222 	 -0.0007 	 0.0002 	 8.1103
  0.9259 	 0.2222 	 -0.0004 	 0.0001 	 3.8265
  0.0617 	 0.2593 	 0.0001 	 0.0001 	 1.9321
  0.1235 	 0.2593 	 0.0004 	 0.0001 	 5.0717
  0.1852 	 0.2593 	 0.0008 	 0.0004 	 11.0434
  0.2469 	 0.2593 	 0.0017 	 0.0006 	 18.9930
  0.3086 	 0.2593 	 0.0023 	 0.0006 	 26.4540
  0.3704 	 0.2593 	 0.0019 	 0.0004 	 26.2953
  0.4321 	 0.2593 	 0.0015 	 -0.0004 	 18.0192
  0.4938 	 0.2593 	 -0.0001 	 -0.0010 	 8.5269
  0.5556 	 0.2593 	 -0.0008 	 -0.0006 	 14.1723
  0.6173 	 0.2593 	 -0.0019 	 0.0001 	 24.2717
  0.6790 	 0.2593 	 -0.0022 	 0.0009 	 27.0228
  0.7407 	 0.2593 	 -0.0018 	 0.0008 	 22.0311
  0.8025 	 0.2593 	 -0.0012 	 0.0005 	 13.9614
  0.8642 	 0.2593 	 -0.0004 	 0.0004 	 7.0009
  0.9259 	 0.2593 	 -0.0003 	 0.0000 	 3.3963
  0.0617 	 0.2963 	 0.0001 	 0.0001 	 1.7145
  0.1235 	 0.2963 	 0.0007 	 0.0001 	 5.6151
  0.1852 	 0.2963 	 0.0009 	 0.0006 	 11.7592
  0.2469 	 0.2963 	 0.0020 	 0.0010 	 22.3309
  0.3086 	 0.2963 	 0.0028 	 0.0020 	 34.0635
  0.3704 	 0.2963 	 0.0032 	 0.0029 	 42.5475
  0.4321 	 0.2963 	 0.0021 	 0.0038 	 43.5334
  0.4938 	 0.2963 	 0.0005 	 0.0044 	 43.6602
  0.5556 	 0.2963 	 -0.0016 	 0.0047 	 49.7476
  0.6173 	 0.2963 	 -0.0028 	 0.0047 	 54.2258
  0.6790 	 0.2963 	 -0.0032 	 0.0036 	 47.1680
  0.7407 	 0.2963 	 -0.0024 	 0.0024 	 32.8494
  0.8025 	 0.2963 	 -0.0012 	 0.0012 	 18.3273
  0.8642 	 0.2963 	 -0.0008 	 0.0005 	 9.1360
  0.9259 	 0.2963 	 -0.0003 	 0.0001 	 3.5254
  0.0617 	 0.3333 	 0.0003 	 0.0001 	 2.5000
  0.1235 	 0.3333 	 0.0007 	 0.0004 	 7.6018
  0.1852 	 0.3333 	 0.0018 	 0.0013 	 20.0655
  0.2469 	 0.3333 	 0.0028 	 0.0035 	 44.1529
  0.3086 	 0.3333 	 0.0050 	 0.0073 	 86.0988
  0.3704 	 0.3333 	 0.0059 	 0.0132 	 141.3161
  0.4321 	 0.3333 	 0.0047 	 0.0194 	 196.5927
  0.4938 	 0.3333 	 0.0013 	 0.0234 	 230.7634
  0.5556 	 0.3333 	 -0.0032 	 0.0231 	 229.6986
  0.6173 	 0.3333 	 -0.0057 	 0.0186 	 191.3917
  0.6790 	 0.3333 	 -0.0055 	 0.0124 	 132.8383
  0.7407 	 0.3333 	 -0.0039 	 0.0066 	 76.6603
  0.8025 	 0.3333 	 -0.0023 	 0.0031 	 37.3880
  0.8642 	 0.3333 	 -0.0013 	 0.0011 	 15.7935
  0.9259 	 0.3333 	 -0.0004 	 0.0004 	 5.6082
