 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0099 	 0.0043 	 107.4266
  0.1235 	 0.0370 	 -0.0009 	 -0.0009 	 12.6392
  0.1852 	 0.0370 	 -0.0011 	 0.0002 	 11.2932
  0.2469 	 0.0370 	 -0.0011 	 -0.0000 	 11.1360
  0.3086 	 0.0370 	 -0.0009 	 -0.0001 	 9.1885
  0.3704 	 0.0370 	 -0.0006 	 -0.0001 	 5.7559
  0.4321 	 0.0370 	 -0.0001 	 -0.0002 	 1.8931
  0.4938 	 0.0370 	 0.0003 	 -0.0001 	 3.5315
  0.5556 	 0.0370 	 0.0007 	 -0.0001 	 7.3787
  0.6173 	 0.0370 	 0.0011 	 -0.0001 	 10.5607
  0.6790 	 0.0370 	 0.0013 	 -0.0001 	 13.3650
  0.7407 	 0.0370 	 0.0015 	 -0.0001 	 15.2542
  0.8025 	 0.0370 	 0.0016 	 0.0000 	 15.7414
  0.8642 	 0.0370 	 0.0014 	 0.0003 	 14.4778
  0.9259 	 0.0370 	 0.0001 	 -0.0009 	 9.4333
  0.0617 	 0.0741 	 -0.0014 	 0.0059 	 60.3381
  0.1235 	 0.0741 	 -0.0015 	 -0.0002 	 15.4445
  0.1852 	 0.0741 	 -0.0015 	 0.0003 	 15.4264
  0.2469 	 0.0741 	 -0.0016 	 -0.0000 	 15.7144
  0.3086 	 0.0741 	 -0.0013 	 -0.0003 	 13.7376
  0.3704 	 0.0741 	 -0.0009 	 -0.0004 	 9.9281
  0.4321 	 0.0741 	 -0.0003 	 -0.0005 	 5.7259
  0.4938 	 0.0741 	 0.0003 	 -0.0005 	 5.3934
  0.5556 	 0.0741 	 0.0008 	 -0.0004 	 9.3182
  0.6173 	 0.0741 	 0.0013 	 -0.0004 	 13.6634
  0.6790 	 0.0741 	 0.0017 	 -0.0003 	 17.5217
  0.7407 	 0.0741 	 0.0020 	 -0.0002 	 19.9903
  0.8025 	 0.0741 	 0.0020 	 0.0000 	 20.2713
  0.8642 	 0.0741 	 0.0018 	 0.0003 	 18.4259
  0.9259 	 0.0741 	 0.0016 	 -0.0001 	 16.1886
  0.0617 	 0.1111 	 -0.0008 	 0.0022 	 22.8453
  0.1235 	 0.1111 	 -0.0015 	 0.0005 	 15.8226
  0.1852 	 0.1111 	 -0.0021 	 0.0005 	 21.1946
  0.2469 	 0.1111 	 -0.0022 	 -0.0000 	 22.1228
  0.3086 	 0.1111 	 -0.0020 	 -0.0005 	 20.1173
  0.3704 	 0.1111 	 -0.0014 	 -0.0008 	 15.7740
