 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0049 	 -0.0006 	 49.3530
  0.1235 	 0.0370 	 0.0113 	 -0.0007 	 113.7138
  0.1852 	 0.0370 	 0.0198 	 -0.0008 	 197.8014
  0.2469 	 0.0370 	 0.0293 	 -0.0010 	 293.1591
  0.3086 	 0.0370 	 0.0356 	 -0.0003 	 356.3307
  0.3704 	 0.0370 	 0.0347 	 0.0006 	 346.8388
  0.4321 	 0.0370 	 0.0235 	 0.0014 	 235.1246
  0.4938 	 0.0370 	 0.0039 	 0.0019 	 43.6150
  0.5556 	 0.0370 	 -0.0167 	 0.0017 	 168.2734
  0.6173 	 0.0370 	 -0.0314 	 0.0008 	 313.8157
  0.6790 	 0.0370 	 -0.0360 	 -0.0001 	 359.6225
  0.7407 	 0.0370 	 -0.0318 	 -0.0006 	 318.2342
  0.8025 	 0.0370 	 -0.0234 	 -0.0011 	 234.2298
  0.8642 	 0.0370 	 -0.0148 	 -0.0007 	 148.5545
  0.9259 	 0.0370 	 -0.0082 	 -0.0006 	 81.8904
  0.0617 	 0.0741 	 0.0045 	 -0.0010 	 45.7776
  0.1235 	 0.0741 	 0.0116 	 -0.0016 	 116.8408
  0.1852 	 0.0741 	 0.0198 	 -0.0018 	 199.3074
  0.2469 	 0.0741 	 0.0294 	 -0.0016 	 294.3626
  0.3086 	 0.0741 	 0.0367 	 -0.0008 	 367.5525
  0.3704 	 0.0741 	 0.0358 	 0.0011 	 358.4850
  0.4321 	 0.0741 	 0.0242 	 0.0031 	 244.2493
  0.4938 	 0.0741 	 0.0041 	 0.0040 	 57.5871
  0.5556 	 0.0741 	 -0.0176 	 0.0034 	 179.0433
  0.6173 	 0.0741 	 -0.0325 	 0.0018 	 325.5843
  0.6790 	 0.0741 	 -0.0368 	 -0.0002 	 368.1669
  0.7407 	 0.0741 	 -0.0326 	 -0.0015 	 326.2788
  0.8025 	 0.0741 	 -0.0233 	 -0.0017 	 234.0934
  0.8642 	 0.0741 	 -0.0148 	 -0.0015 	 148.4318
  0.9259 	 0.0741 	 -0.0079 	 -0.0013 	 80.3291
  0.0617 	 0.1111 	 0.0045 	 -0.0015 	 47.0112
  0.1235 	 0.1111 	 0.0106 	 -0.0018 	 107.3234
  0.1852 	 0.1111 	 0.0192 	 -0.0024 	 193.2724
  0.2469 	 0.1111 	 0.0289 	 -0.0023 	 289.7580
  0.3086 	 0.1111 	 0.0363 	 -0.0011 	 363.1711
  0.3704 	 0.1111 	 0.0361 	 0.0015 	 361.2008
  0.4321 	 0.1111 	 0.0247 	 0.0040 	 250.0409
  0.4938 	 0.1111 	 0.0040 	 0.0054 	 67.3884
  0.5556 	 0.1111 	 -0.0179 	 0.0048 	 185.3713
  0.6173 	 0.1111 	 -0.0328 	 0.0023 	 328.9671
  0.6790 	 0.1111 	 -0.0371 	 -0.0001 	 370.5032
  0.7407 	 0.1111 	 -0.0313 	 -0.0018 	 313.9060
  0.8025 	 0.1111 	 -0.0228 	 -0.0025 	 229.4165
  0.8642 	 0.1111 	 -0.0142 	 -0.0021 	 143.9052
  0.9259 	 0.1111 	 -0.0072 	 -0.0013 	 73.1969
  0.0617 	 0.1481 	 0.0041 	 -0.0015 	 43.7278
  0.1235 	 0.1481 	 0.0100 	 -0.0020 	 101.5770
  0.1852 	 0.1481 	 0.0188 	 -0.0028 	 189.9200
  0.2469 	 0.1481 	 0.0289 	 -0.0027 	 289.8256
  0.3086 	 0.1481 	 0.0368 	 -0.0012 	 368.0072
  0.3704 	 0.1481 	 0.0375 	 0.0013 	 375.5849
  0.4321 	 0.1481 	 0.0256 	 0.0048 	 260.3482
  0.4938 	 0.1481 	 0.0043 	 0.0063 	 75.9151
  0.5556 	 0.1481 	 -0.0189 	 0.0054 	 196.2125
  0.6173 	 0.1481 	 -0.0341 	 0.0029 	 341.7772
  0.6790 	 0.1481 	 -0.0375 	 -0.0004 	 375.3374
  0.7407 	 0.1481 	 -0.0320 	 -0.0021 	 320.3300
  0.8025 	 0.1481 	 -0.0224 	 -0.0026 	 225.5455
  0.8642 	 0.1481 	 -0.0132 	 -0.0023 	 134.5130
  0.9259 	 0.1481 	 -0.0071 	 -0.0016 	 73.1050
  0.0617 	 0.1852 	 0.0037 	 -0.0014 	 39.5380
  0.1235 	 0.1852 	 0.0101 	 -0.0023 	 103.7866
  0.1852 	 0.1852 	 0.0186 	 -0.0028 	 188.1265
  0.2469 	 0.1852 	 0.0302 	 -0.0031 	 303.6921
  0.3086 	 0.1852 	 0.0396 	 -0.0017 	 396.6824
  0.3704 	 0.1852 	 0.0402 	 0.0017 	 402.5757
  0.4321 	 0.1852 	 0.0284 	 0.0050 	 287.8670
  0.4938 	 0.1852 	 0.0044 	 0.0070 	 83.0737
  0.5556 	 0.1852 	 -0.0204 	 0.0062 	 213.1295
  0.6173 	 0.1852 	 -0.0373 	 0.0028 	 374.3387
  0.6790 	 0.1852 	 -0.0402 	 -0.0001 	 401.9373
  0.7407 	 0.1852 	 -0.0336 	 -0.0025 	 336.6559
  0.8025 	 0.1852 	 -0.0231 	 -0.0031 	 232.6130
  0.8642 	 0.1852 	 -0.0132 	 -0.0022 	 134.1075
  0.9259 	 0.1852 	 -0.0067 	 -0.0018 	 69.6048
  0.0617 	 0.2222 	 0.0036 	 -0.0014 	 38.7213
  0.1235 	 0.2222 	 0.0096 	 -0.0021 	 98.2965
  0.1852 	 0.2222 	 0.0189 	 -0.0029 	 190.8158
  0.2469 	 0.2222 	 0.0311 	 -0.0033 	 312.7779
  0.3086 	 0.2222 	 0.0421 	 -0.0018 	 421.3409
  0.3704 	 0.2222 	 0.0441 	 0.0014 	 441.0893
  0.4321 	 0.2222 	 0.0308 	 0.0053 	 312.7441
  0.4938 	 0.2222 	 0.0052 	 0.0074 	 90.9466
  0.5556 	 0.2222 	 -0.0231 	 0.0063 	 239.4380
  0.6173 	 0.2222 	 -0.0402 	 0.0032 	 403.3268
  0.6790 	 0.2222 	 -0.0436 	 -0.0007 	 435.6491
  0.7407 	 0.2222 	 -0.0352 	 -0.0026 	 352.9117
  0.8025 	 0.2222 	 -0.0228 	 -0.0030 	 230.4672
  0.8642 	 0.2222 	 -0.0134 	 -0.0025 	 136.5295
  0.9259 	 0.2222 	 -0.0061 	 -0.0015 	 63.3667
  0.0617 	 0.2593 	 0.0033 	 -0.0013 	 35.9479
  0.1235 	 0.2593 	 0.0085 	 -0.0019 	 87.5425
  0.1852 	 0.2593 	 0.0182 	 -0.0031 	 184.6602
  0.2469 	 0.2593 	 0.0304 	 -0.0032 	 306.0962
  0.3086 	 0.2593 	 0.0430 	 -0.0022 	 430.2698
  0.3704 	 0.2593 	 0.0461 	 0.0013 	 461.1850
  0.4321 	 0.2593 	 0.0326 	 0.0054 	 330.8325
  0.4938 	 0.2593 	 0.0054 	 0.0077 	 93.7010
  0.5556 	 0.2593 	 -0.0244 	 0.0065 	 252.0972
  0.6173 	 0.2593 	 -0.0428 	 0.0030 	 428.6867
  0.6790 	 0.2593 	 -0.0444 	 -0.0007 	 444.2371
  0.7407 	 0.2593 	 -0.0349 	 -0.0029 	 350.2758
  0.8025 	 0.2593 	 -0.0224 	 -0.0029 	 226.1920
  0.8642 	 0.2593 	 -0.0121 	 -0.0025 	 123.8333
  0.9259 	 0.2593 	 -0.0057 	 -0.0014 	 59.0390
  0.0617 	 0.2963 	 0.0028 	 -0.0011 	 29.7722
  0.1235 	 0.2963 	 0.0080 	 -0.0019 	 82.3343
  0.1852 	 0.2963 	 0.0167 	 -0.0029 	 169.7981
  0.2469 	 0.2963 	 0.0302 	 -0.0035 	 304.0469
  0.3086 	 0.2963 	 0.0429 	 -0.0022 	 429.4260
  0.3704 	 0.2963 	 0.0471 	 0.0012 	 470.9686
  0.4321 	 0.2963 	 0.0345 	 0.0056 	 349.3303
  0.4938 	 0.2963 	 0.0050 	 0.0081 	 94.8658
  0.5556 	 0.2963 	 -0.0252 	 0.0069 	 261.1640
  0.6173 	 0.2963 	 -0.0441 	 0.0030 	 441.8833
  0.6790 	 0.2963 	 -0.0450 	 -0.0009 	 449.7082
  0.7407 	 0.2963 	 -0.0341 	 -0.0027 	 342.3385
  0.8025 	 0.2963 	 -0.0218 	 -0.0032 	 219.9761
  0.8642 	 0.2963 	 -0.0110 	 -0.0021 	 112.4151
  0.9259 	 0.2963 	 -0.0053 	 -0.0014 	 54.6101
  0.0617 	 0.3333 	 0.0025 	 -0.0010 	 27.0058
  0.1235 	 0.3333 	 0.0077 	 -0.0018 	 78.9709
  0.1852 	 0.3333 	 0.0164 	 -0.0028 	 166.6249
  0.2469 	 0.3333 	 0.0306 	 -0.0037 	 308.7035
  0.3086 	 0.3333 	 0.0448 	 -0.0024 	 448.4409
  0.3704 	 0.3333 	 0.0503 	 0.0013 	 503.0943
  0.4321 	 0.3333 	 0.0364 	 0.0064 	 369.6273
  0.4938 	 0.3333 	 0.0064 	 0.0096 	 115.1369
  0.5556 	 0.3333 	 -0.0280 	 0.0082 	 291.7304
  0.6173 	 0.3333 	 -0.0466 	 0.0039 	 467.3104
  0.6790 	 0.3333 	 -0.0470 	 -0.0007 	 470.4375
  0.7407 	 0.3333 	 -0.0357 	 -0.0030 	 357.9773
  0.8025 	 0.3333 	 -0.0212 	 -0.0032 	 214.3607
  0.8642 	 0.3333 	 -0.0111 	 -0.0022 	 113.1253
  0.9259 	 0.3333 	 -0.0048 	 -0.0013 	 49.3571
  0.0617 	 0.3704 	 0.0025 	 -0.0010 	 26.6622
  0.1235 	 0.3704 	 0.0070 	 -0.0017 	 72.3120
  0.1852 	 0.3704 	 0.0166 	 -0.0031 	 169.0410
  0.2469 	 0.3704 	 0.0310 	 -0.0042 	 313.0286
  0.3086 	 0.3704 	 0.0485 	 -0.0036 	 486.7546
  0.3704 	 0.3704 	 0.0548 	 0.0012 	 548.0644
  0.4321 	 0.3704 	 0.0415 	 0.0083 	 423.1580
  0.4938 	 0.3704 	 0.0066 	 0.0133 	 148.0396
  0.5556 	 0.3704 	 -0.0305 	 0.0120 	 327.7932
  0.6173 	 0.3704 	 -0.0522 	 0.0053 	 524.7148
  0.6790 	 0.3704 	 -0.0510 	 -0.0008 	 510.2167
  0.7407 	 0.3704 	 -0.0374 	 -0.0042 	 376.5950
  0.8025 	 0.3704 	 -0.0213 	 -0.0037 	 216.5700
  0.8642 	 0.3704 	 -0.0108 	 -0.0026 	 110.6442
  0.9259 	 0.3704 	 -0.0044 	 -0.0013 	 45.6236
  0.0617 	 0.4074 	 0.0021 	 -0.0011 	 23.6538
  0.1235 	 0.4074 	 0.0061 	 -0.0020 	 64.0331
  0.1852 	 0.4074 	 0.0151 	 -0.0041 	 156.3623
  0.2469 	 0.4074 	 0.0306 	 -0.0068 	 313.5206
  0.3086 	 0.4074 	 0.0498 	 -0.0070 	 502.7084
  0.3704 	 0.4074 	 0.0607 	 -0.0005 	 607.4317
  0.4321 	 0.4074 	 0.0470 	 0.0122 	 485.1780
  0.4938 	 0.4074 	 0.0082 	 0.0221 	 235.5295
  0.5556 	 0.4074 	 -0.0351 	 0.0198 	 402.9513
  0.6173 	 0.4074 	 -0.0580 	 0.0078 	 585.2680
  0.6790 	 0.4074 	 -0.0552 	 -0.0034 	 553.2548
  0.7407 	 0.4074 	 -0.0369 	 -0.0073 	 376.6000
  0.8025 	 0.4074 	 -0.0206 	 -0.0060 	 214.5725
  0.8642 	 0.4074 	 -0.0092 	 -0.0034 	 97.6085
  0.9259 	 0.4074 	 -0.0038 	 -0.0016 	 41.6366
  0.0617 	 0.4444 	 0.0004 	 0.0001 	 4.0148
  0.1235 	 0.4444 	 0.0001 	 -0.0023 	 22.7707
  0.1852 	 0.4444 	 -0.0018 	 -0.0047 	 50.6423
  0.2469 	 0.4444 	 -0.0079 	 -0.0089 	 118.5696
  0.3086 	 0.4444 	 -0.0225 	 -0.0096 	 244.3161
  0.3704 	 0.4444 	 -0.0373 	 -0.0022 	 373.6445
  0.4321 	 0.4444 	 -0.0370 	 0.0143 	 396.3538
  0.4938 	 0.4444 	 -0.0085 	 0.0279 	 291.4008
  0.5556 	 0.4444 	 0.0259 	 0.0251 	 360.4694
  0.6173 	 0.4444 	 0.0407 	 0.0086 	 415.7858
  0.6790 	 0.4444 	 0.0304 	 -0.0053 	 308.7784
  0.7407 	 0.4444 	 0.0142 	 -0.0100 	 173.7380
  0.8025 	 0.4444 	 0.0039 	 -0.0076 	 85.4588
  0.8642 	 0.4444 	 0.0003 	 -0.0040 	 39.8367
  0.9259 	 0.4444 	 -0.0005 	 -0.0018 	 18.8310
  0.0617 	 0.4815 	 0.0000 	 -0.0005 	 5.3671
  0.1235 	 0.4815 	 0.0006 	 -0.0011 	 12.2487
  0.1852 	 0.4815 	 0.0010 	 -0.0023 	 24.7066
  0.2469 	 0.4815 	 0.0002 	 -0.0039 	 38.7972
  0.3086 	 0.4815 	 -0.0028 	 -0.0039 	 48.3173
  0.3704 	 0.4815 	 -0.0067 	 -0.0003 	 66.8671
  0.4321 	 0.4815 	 -0.0077 	 0.0069 	 103.0641
  0.4938 	 0.4815 	 -0.0023 	 0.0128 	 130.3907
  0.5556 	 0.4815 	 0.0050 	 0.0121 	 130.7451
  0.6173 	 0.4815 	 0.0080 	 0.0054 	 96.0207
  0.6790 	 0.4815 	 0.0052 	 -0.0013 	 53.5656
  0.7407 	 0.4815 	 0.0015 	 -0.0041 	 44.0692
  0.8025 	 0.4815 	 -0.0007 	 -0.0036 	 37.0704
  0.8642 	 0.4815 	 -0.0009 	 -0.0021 	 22.6723
  0.9259 	 0.4815 	 -0.0006 	 -0.0010 	 11.3869
  0.0617 	 0.5185 	 -0.0000 	 -0.0003 	 2.7453
  0.1235 	 0.5185 	 0.0001 	 -0.0004 	 4.0925
  0.1852 	 0.5185 	 -0.0001 	 -0.0008 	 7.7250
  0.2469 	 0.5185 	 -0.0007 	 -0.0012 	 13.7916
  0.3086 	 0.5185 	 -0.0021 	 -0.0010 	 23.3071
  0.3704 	 0.5185 	 -0.0036 	 0.0003 	 36.4205
  0.4321 	 0.5185 	 -0.0036 	 0.0025 	 44.1280
  0.4938 	 0.5185 	 -0.0012 	 0.0045 	 46.2412
  0.5556 	 0.5185 	 0.0024 	 0.0046 	 51.7546
  0.6173 	 0.5185 	 0.0039 	 0.0027 	 47.1661
  0.6790 	 0.5185 	 0.0032 	 0.0004 	 32.3466
