 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4044 	 0.0000 	 0.0000 	 0.0000  
  0.2469 	 0.4030 	 0.0000 	 0.0000 	 0.0000  
  0.3086 	 0.4308 	 0.0000 	 0.0000 	 0.0000  
  0.3704 	 0.4795 	 0.0000 	 -0.0000 	 0.0000  
  0.4321 	 0.5161 	 0.0000 	 0.0000 	 0.0000  
  0.4938 	 0.5281 	 0.0000 	 0.0000 	 0.0000  
  0.5556 	 0.5149 	 -0.0000 	 0.0000 	 0.0000  
  0.6173 	 0.4773 	 -0.0000 	 -0.0000 	 0.0000  
  0.6790 	 0.4289 	 -0.0000 	 0.0000 	 0.0000  
  0.7407 	 0.4022 	 0.0000 	 0.0000 	 0.0000  
  0.8025 	 0.4029 	 0.0000 	 0.0000 	 0.0000  
 
