 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4673 	 -0.0000 	 0.0000 	 0.0000  
  0.2469 	 0.4601 	 -0.0000 	 0.0000 	 0.0000  
  0.3086 	 0.4501 	 -0.0000 	 0.0000 	 0.0000  
  0.3704 	 0.4287 	 0.0000 	 0.0000 	 0.0000  
  0.4321 	 0.4015 	 -0.0000 	 -0.0000 	 0.0000  
  0.4938 	 0.3892 	 -0.0000 	 0.0000 	 0.0000  
  0.5556 	 0.4001 	 0.0000 	 -0.0000 	 0.0000  
  0.6173 	 0.4269 	 0.0000 	 0.0000 	 0.0000  
  0.6790 	 0.4488 	 0.0000 	 0.0000 	 0.0000  
  0.7407 	 0.4583 	 0.0000 	 0.0000 	 0.0000  
  0.8025 	 0.4635 	 0.0000 	 0.0000 	 0.0000  
 
