 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4446 	 -0.0000 	 0.0000 	 0.0000  
  0.2469 	 0.4451 	 -0.0000 	 0.0000 	 0.0000  
  0.3086 	 0.4428 	 -0.0000 	 0.0000 	 0.0000  
  0.3704 	 0.4347 	 0.0000 	 0.0000 	 0.0000  
  0.4321 	 0.4227 	 0.0000 	 0.0000 	 0.0000  
  0.4938 	 0.4161 	 0.0000 	 0.0000 	 0.0000  
  0.5556 	 0.4220 	 0.0000 	 0.0000 	 0.0000  
  0.6173 	 0.4340 	 0.0000 	 0.0000 	 0.0000  
  0.6790 	 0.4424 	 0.0000 	 0.0000 	 0.0000  
  0.7407 	 0.4449 	 0.0000 	 0.0000 	 0.0000  
  0.8025 	 0.4444 	 0.0000 	 0.0000 	 0.0000  
 
