 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4302 	 -0.0000 	 0.0000 	 0.0000  
  0.2469 	 0.4298 	 -0.0000 	 0.0000 	 0.0000  
  0.3086 	 0.4339 	 -0.0000 	 0.0000 	 0.0000  
  0.3704 	 0.4441 	 0.0000 	 0.0000 	 0.0000  
  0.4321 	 0.4556 	 0.0000 	 0.0000 	 0.0000  
  0.4938 	 0.4605 	 0.0000 	 0.0000 	 0.0000  
  0.5556 	 0.4557 	 0.0000 	 0.0000 	 0.0000  
  0.6173 	 0.4443 	 0.0000 	 0.0000 	 0.0000  
  0.6790 	 0.4340 	 0.0000 	 0.0000 	 0.0000  
  0.7407 	 0.4299 	 0.0000 	 0.0000 	 0.0000  
  0.8025 	 0.4302 	 0.0000 	 0.0000 	 0.0000  
 
