 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0042 	 0.0019 	 45.9414
  0.1235 	 0.0370 	 0.0017 	 -0.0013 	 21.5941
  0.1852 	 0.0370 	 0.0000 	 0.0000 	 0.3163
  0.2469 	 0.0370 	 -0.0003 	 0.0004 	 4.9660
  0.3086 	 0.0370 	 -0.0006 	 -0.0000 	 6.0176
  0.3704 	 0.0370 	 -0.0007 	 -0.0001 	 7.0817
  0.4321 	 0.0370 	 -0.0005 	 -0.0002 	 5.5681
  0.4938 	 0.0370 	 -0.0002 	 -0.0002 	 3.0484
  0.5556 	 0.0370 	 -0.0000 	 -0.0001 	 1.4445
  0.6173 	 0.0370 	 0.0001 	 -0.0001 	 1.0250
  0.6790 	 0.0370 	 -0.0001 	 0.0000 	 1.4862
  0.7407 	 0.0370 	 -0.0007 	 0.0001 	 7.1767
  0.8025 	 0.0370 	 -0.0013 	 0.0005 	 13.7910
  0.8642 	 0.0370 	 -0.0017 	 -0.0001 	 17.3671
  0.9259 	 0.0370 	 -0.0037 	 -0.0015 	 39.7529
  0.0617 	 0.0741 	 0.0030 	 0.0027 	 40.3625
  0.1235 	 0.0741 	 0.0032 	 -0.0005 	 31.9338
  0.1852 	 0.0741 	 0.0035 	 0.0001 	 35.4844
  0.2469 	 0.0741 	 0.0031 	 0.0008 	 31.8873
  0.3086 	 0.0741 	 0.0020 	 0.0005 	 20.5882
  0.3704 	 0.0741 	 0.0010 	 0.0002 	 10.5977
  0.4321 	 0.0741 	 0.0004 	 -0.0000 	 4.2144
  0.4938 	 0.0741 	 -0.0000 	 -0.0001 	 0.9133
  0.5556 	 0.0741 	 -0.0005 	 0.0000 	 4.5096
  0.6173 	 0.0741 	 -0.0011 	 0.0003 	 11.7585
  0.6790 	 0.0741 	 -0.0022 	 0.0006 	 23.1706
  0.7407 	 0.0741 	 -0.0037 	 0.0009 	 37.7493
  0.8025 	 0.0741 	 -0.0049 	 0.0009 	 49.8776
  0.8642 	 0.0741 	 -0.0050 	 -0.0001 	 50.2677
  0.9259 	 0.0741 	 -0.0041 	 -0.0010 	 42.5590
  0.0617 	 0.1111 	 0.0019 	 -0.0009 	 21.0380
  0.1235 	 0.1111 	 0.0074 	 -0.0021 	 76.8097
  0.1852 	 0.1111 	 0.0090 	 -0.0001 	 89.7785
  0.2469 	 0.1111 	 0.0082 	 0.0015 	 83.4305
  0.3086 	 0.1111 	 0.0060 	 0.0016 	 62.6565
  0.3704 	 0.1111 	 0.0037 	 0.0012 	 39.0898
  0.4321 	 0.1111 	 0.0018 	 0.0007 	 19.4871
  0.4938 	 0.1111 	 0.0003 	 0.0005 	 6.1330
  0.5556 	 0.1111 	 -0.0011 	 0.0007 	 13.5261
  0.6173 	 0.1111 	 -0.0030 	 0.0012 	 32.7732
  0.6790 	 0.1111 	 -0.0055 	 0.0019 	 58.2782
  0.7407 	 0.1111 	 -0.0082 	 0.0022 	 85.0290
  0.8025 	 0.1111 	 -0.0101 	 0.0016 	 102.4458
  0.8642 	 0.1111 	 -0.0100 	 -0.0006 	 100.0789
  0.9259 	 0.1111 	 -0.0072 	 -0.0029 	 77.7660
  0.0617 	 0.1481 	 0.0045 	 -0.0065 	 78.8146
  0.1235 	 0.1481 	 0.0122 	 -0.0051 	 131.7936
  0.1852 	 0.1481 	 0.0157 	 -0.0010 	 157.1641
  0.2469 	 0.1481 	 0.0157 	 0.0025 	 158.5115
  0.3086 	 0.1481 	 0.0125 	 0.0037 	 130.6556
  0.3704 	 0.1481 	 0.0081 	 0.0034 	 87.9619
  0.4321 	 0.1481 	 0.0040 	 0.0025 	 47.6339
  0.4938 	 0.1481 	 0.0007 	 0.0020 	 21.3588
  0.5556 	 0.1481 	 -0.0024 	 0.0023 	 33.2084
  0.6173 	 0.1481 	 -0.0062 	 0.0033 	 70.4698
  0.6790 	 0.1481 	 -0.0109 	 0.0043 	 117.0446
  0.7407 	 0.1481 	 -0.0152 	 0.0042 	 157.5412
  0.8025 	 0.1481 	 -0.0171 	 0.0021 	 171.9549
  0.8642 	 0.1481 	 -0.0153 	 -0.0020 	 154.3422
  0.9259 	 0.1481 	 -0.0105 	 -0.0061 	 121.2130
  0.0617 	 0.1852 	 0.0060 	 -0.0119 	 133.0485
  0.1235 	 0.1852 	 0.0146 	 -0.0095 	 174.1129
  0.1852 	 0.1852 	 0.0220 	 -0.0038 	 223.3332
  0.2469 	 0.1852 	 0.0251 	 0.0027 	 252.7167
  0.3086 	 0.1852 	 0.0220 	 0.0067 	 229.4185
  0.3704 	 0.1852 	 0.0149 	 0.0073 	 166.0830
  0.4321 	 0.1852 	 0.0076 	 0.0060 	 96.6493
  0.4938 	 0.1852 	 0.0014 	 0.0049 	 50.9989
  0.5556 	 0.1852 	 -0.0046 	 0.0054 	 70.3924
  0.6173 	 0.1852 	 -0.0114 	 0.0070 	 133.8196
  0.6790 	 0.1852 	 -0.0189 	 0.0082 	 206.4561
  0.7407 	 0.1852 	 -0.0246 	 0.0066 	 254.4946
  0.8025 	 0.1852 	 -0.0247 	 0.0013 	 247.6861
  0.8642 	 0.1852 	 -0.0189 	 -0.0055 	 197.1584
  0.9259 	 0.1852 	 -0.0110 	 -0.0105 	 152.0383
  0.0617 	 0.2222 	 0.0037 	 -0.0158 	 161.7779
  0.1235 	 0.2222 	 0.0130 	 -0.0158 	 204.3561
  0.1852 	 0.2222 	 0.0253 	 -0.0099 	 272.0028
  0.2469 	 0.2222 	 0.0333 	 0.0008 	 333.0761
  0.3086 	 0.2222 	 0.0320 	 0.0099 	 334.4310
  0.3704 	 0.2222 	 0.0233 	 0.0130 	 266.8292
  0.4321 	 0.2222 	 0.0124 	 0.0117 	 170.5159
  0.4938 	 0.2222 	 0.0021 	 0.0100 	 102.6210
  0.5556 	 0.2222 	 -0.0078 	 0.0106 	 131.4779
  0.6173 	 0.2222 	 -0.0183 	 0.0128 	 223.0917
  0.6790 	 0.2222 	 -0.0281 	 0.0133 	 310.8910
  0.7407 	 0.2222 	 -0.0332 	 0.0083 	 341.8040
  0.8025 	 0.2222 	 -0.0298 	 -0.0020 	 298.2101
  0.8642 	 0.2222 	 -0.0192 	 -0.0119 	 225.8604
  0.9259 	 0.2222 	 -0.0079 	 -0.0161 	 178.9657
  0.0617 	 0.2593 	 0.0011 	 -0.0191 	 190.9963
  0.1235 	 0.2593 	 0.0113 	 -0.0231 	 257.3661
  0.1852 	 0.2593 	 0.0237 	 -0.0175 	 294.6764
  0.2469 	 0.2593 	 0.0333 	 -0.0032 	 334.5346
  0.3086 	 0.2593 	 0.0358 	 0.0115 	 376.0481
  0.3704 	 0.2593 	 0.0294 	 0.0191 	 350.5057
  0.4321 	 0.2593 	 0.0170 	 0.0194 	 258.0226
  0.4938 	 0.2593 	 0.0029 	 0.0178 	 180.0163
  0.5556 	 0.2593 	 -0.0112 	 0.0183 	 214.4665
  0.6173 	 0.2593 	 -0.0244 	 0.0199 	 314.7862
  0.6790 	 0.2593 	 -0.0332 	 0.0176 	 375.6038
  0.7407 	 0.2593 	 -0.0338 	 0.0077 	 346.3947
  0.8025 	 0.2593 	 -0.0271 	 -0.0071 	 279.7189
  0.8642 	 0.2593 	 -0.0169 	 -0.0191 	 254.6442
  0.9259 	 0.2593 	 -0.0062 	 -0.0223 	 231.0588
  0.0617 	 0.2963 	 0.0044 	 -0.0243 	 246.5323
  0.1235 	 0.2963 	 0.0125 	 -0.0282 	 308.1832
  0.1852 	 0.2963 	 0.0165 	 -0.0216 	 271.6719
  0.2469 	 0.2963 	 0.0218 	 -0.0076 	 231.0230
  0.3086 	 0.2963 	 0.0284 	 0.0096 	 300.0326
  0.3704 	 0.2963 	 0.0284 	 0.0228 	 364.7696
  0.4321 	 0.2963 	 0.0187 	 0.0274 	 332.0058
  0.4938 	 0.2963 	 0.0033 	 0.0273 	 275.1112
  0.5556 	 0.2963 	 -0.0129 	 0.0275 	 303.6041
  0.6173 	 0.2963 	 -0.0256 	 0.0264 	 367.7554
  0.6790 	 0.2963 	 -0.0292 	 0.0186 	 345.7963
  0.7407 	 0.2963 	 -0.0231 	 0.0037 	 233.8698
  0.8025 	 0.2963 	 -0.0156 	 -0.0113 	 192.6726
  0.8642 	 0.2963 	 -0.0126 	 -0.0221 	 254.5472
  0.9259 	 0.2963 	 -0.0098 	 -0.0264 	 281.3850
  0.0617 	 0.3333 	 0.0096 	 -0.0305 	 319.4224
  0.1235 	 0.3333 	 0.0119 	 -0.0282 	 306.0174
  0.1852 	 0.3333 	 0.0066 	 -0.0200 	 210.5847
  0.2469 	 0.3333 	 0.0056 	 -0.0102 	 116.3711
  0.3086 	 0.3333 	 0.0135 	 0.0045 	 142.0349
  0.3704 	 0.3333 	 0.0200 	 0.0225 	 300.6422
  0.4321 	 0.3333 	 0.0159 	 0.0336 	 371.4235
  0.4938 	 0.3333 	 0.0030 	 0.0367 	 367.9207
  0.5556 	 0.3333 	 -0.0116 	 0.0361 	 378.7248
  0.6173 	 0.3333 	 -0.0200 	 0.0303 	 363.0340
  0.6790 	 0.3333 	 -0.0173 	 0.0154 	 231.9167
  0.7407 	 0.3333 	 -0.0073 	 -0.0023 	 76.8003
  0.8025 	 0.3333 	 -0.0021 	 -0.0130 	 131.2125
  0.8642 	 0.3333 	 -0.0064 	 -0.0195 	 205.2571
  0.9259 	 0.3333 	 -0.0122 	 -0.0258 	 285.7646
  0.0617 	 0.3704 	 0.0061 	 -0.0333 	 338.8910
  0.1235 	 0.3704 	 0.0066 	 -0.0260 	 268.6943
  0.1852 	 0.3704 	 -0.0017 	 -0.0147 	 148.0249
  0.2469 	 0.3704 	 -0.0081 	 -0.0099 	 127.6159
  0.3086 	 0.3704 	 -0.0029 	 -0.0014 	 32.1485
  0.3704 	 0.3704 	 0.0077 	 0.0182 	 197.9174
  0.4321 	 0.3704 	 0.0099 	 0.0364 	 376.7951
  0.4938 	 0.3704 	 0.0021 	 0.0438 	 438.3453
  0.5556 	 0.3704 	 -0.0077 	 0.0421 	 428.1074
  0.6173 	 0.3704 	 -0.0103 	 0.0304 	 320.7474
  0.6790 	 0.3704 	 -0.0022 	 0.0095 	 97.7023
  0.7407 	 0.3704 	 0.0070 	 -0.0070 	 98.9118
  0.8025 	 0.3704 	 0.0077 	 -0.0119 	 141.7883
  0.8642 	 0.3704 	 -0.0004 	 -0.0137 	 136.9984
  0.9259 	 0.3704 	 -0.0082 	 -0.0233 	 247.1539
  0.0617 	 0.4074 	 -0.0033 	 -0.0343 	 344.8067
  0.1235 	 0.4074 	 -0.0039 	 -0.0254 	 256.8173
  0.1852 	 0.4074 	 -0.0104 	 -0.0084 	 133.7390
  0.2469 	 0.4074 	 -0.0170 	 -0.0076 	 186.5382
  0.3086 	 0.4074 	 -0.0167 	 -0.0052 	 174.6464
  0.3704 	 0.4074 	 -0.0051 	 0.0109 	 120.5859
