 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0110 	 0.0041 	 117.5620
  0.1235 	 0.0370 	 0.0015 	 -0.0014 	 19.9775
  0.1852 	 0.0370 	 0.0020 	 0.0000 	 20.3983
  0.2469 	 0.0370 	 0.0022 	 0.0000 	 21.5990
  0.3086 	 0.0370 	 0.0019 	 0.0002 	 18.7390
  0.3704 	 0.0370 	 0.0013 	 0.0003 	 12.8487
  0.4321 	 0.0370 	 0.0005 	 0.0003 	 6.0850
  0.4938 	 0.0370 	 -0.0002 	 0.0003 	 3.1640
  0.5556 	 0.0370 	 -0.0009 	 0.0002 	 9.0232
  0.6173 	 0.0370 	 -0.0015 	 0.0003 	 15.6564
  0.6790 	 0.0370 	 -0.0022 	 0.0002 	 21.6663
  0.7407 	 0.0370 	 -0.0026 	 0.0001 	 26.0850
  0.8025 	 0.0370 	 -0.0027 	 -0.0000 	 26.8385
  0.8642 	 0.0370 	 -0.0023 	 -0.0000 	 23.1136
  0.9259 	 0.0370 	 -0.0024 	 -0.0015 	 28.6051
  0.0617 	 0.0741 	 -0.0001 	 0.0043 	 42.8135
  0.1235 	 0.0741 	 0.0015 	 -0.0016 	 22.0620
  0.1852 	 0.0741 	 0.0027 	 -0.0004 	 27.3963
  0.2469 	 0.0741 	 0.0029 	 0.0000 	 29.1814
  0.3086 	 0.0741 	 0.0026 	 0.0005 	 26.1216
  0.3704 	 0.0741 	 0.0018 	 0.0007 	 19.6203
  0.4321 	 0.0741 	 0.0009 	 0.0008 	 11.9462
  0.4938 	 0.0741 	 -0.0001 	 0.0008 	 7.9566
  0.5556 	 0.0741 	 -0.0011 	 0.0008 	 13.0851
  0.6173 	 0.0741 	 -0.0020 	 0.0007 	 21.1746
  0.6790 	 0.0741 	 -0.0028 	 0.0006 	 28.6176
  0.7407 	 0.0741 	 -0.0033 	 0.0004 	 33.6161
  0.8025 	 0.0741 	 -0.0034 	 -0.0001 	 34.2805
  0.8642 	 0.0741 	 -0.0029 	 -0.0005 	 29.5492
  0.9259 	 0.0741 	 -0.0016 	 -0.0017 	 22.8877
  0.0617 	 0.1111 	 0.0010 	 -0.0010 	 13.9229
  0.1235 	 0.1111 	 0.0026 	 -0.0021 	 33.8821
  0.1852 	 0.1111 	 0.0037 	 -0.0009 	 37.8226
  0.2469 	 0.1111 	 0.0040 	 0.0000 	 39.9127
  0.3086 	 0.1111 	 0.0036 	 0.0008 	 36.7739
  0.3704 	 0.1111 	 0.0026 	 0.0013 	 29.4553
  0.4321 	 0.1111 	 0.0014 	 0.0015 	 20.4694
  0.4938 	 0.1111 	 -0.0000 	 0.0015 	 15.2834
  0.5556 	 0.1111 	 -0.0013 	 0.0015 	 20.0250
  0.6173 	 0.1111 	 -0.0026 	 0.0014 	 29.7160
  0.6790 	 0.1111 	 -0.0037 	 0.0012 	 38.8058
  0.7407 	 0.1111 	 -0.0044 	 0.0007 	 44.3650
  0.8025 	 0.1111 	 -0.0045 	 -0.0002 	 44.6045
  0.8642 	 0.1111 	 -0.0038 	 -0.0011 	 39.3711
  0.9259 	 0.1111 	 -0.0026 	 -0.0023 	 34.4502
  0.0617 	 0.1481 	 0.0018 	 -0.0030 	 34.6914
  0.1235 	 0.1481 	 0.0036 	 -0.0029 	 46.2250
  0.1852 	 0.1481 	 0.0050 	 -0.0015 	 51.8440
