 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 -0.0049 	 0.0005 	 48.9099
  0.1235 	 0.0370 	 -0.0126 	 0.0007 	 126.0840
  0.1852 	 0.0370 	 -0.0220 	 0.0011 	 219.7948
  0.2469 	 0.0370 	 -0.0321 	 0.0006 	 321.2964
  0.3086 	 0.0370 	 -0.0398 	 0.0004 	 398.3482
  0.3704 	 0.0370 	 -0.0390 	 -0.0007 	 389.7800
  0.4321 	 0.0370 	 -0.0264 	 -0.0018 	 264.4025
  0.4938 	 0.0370 	 -0.0044 	 -0.0023 	 50.0331
  0.5556 	 0.0370 	 0.0191 	 -0.0020 	 191.9601
  0.6173 	 0.0370 	 0.0352 	 -0.0011 	 352.5290
  0.6790 	 0.0370 	 0.0402 	 0.0002 	 401.6900
  0.7407 	 0.0370 	 0.0353 	 0.0007 	 353.3279
  0.8025 	 0.0370 	 0.0258 	 0.0007 	 257.6290
  0.8642 	 0.0370 	 0.0163 	 0.0008 	 162.9521
  0.9259 	 0.0370 	 0.0087 	 0.0006 	 86.7585
  0.0617 	 0.0741 	 -0.0051 	 0.0014 	 52.4517
  0.1235 	 0.0741 	 -0.0119 	 0.0015 	 120.3726
  0.1852 	 0.0741 	 -0.0215 	 0.0021 	 216.1070
  0.2469 	 0.0741 	 -0.0324 	 0.0020 	 325.0318
  0.3086 	 0.0741 	 -0.0400 	 0.0008 	 399.6533
  0.3704 	 0.0741 	 -0.0396 	 -0.0017 	 396.5031
  0.4321 	 0.0741 	 -0.0269 	 -0.0040 	 271.6667
  0.4938 	 0.0741 	 -0.0046 	 -0.0055 	 71.1690
  0.5556 	 0.0741 	 0.0194 	 -0.0047 	 199.9002
  0.6173 	 0.0741 	 0.0359 	 -0.0023 	 360.1066
  0.6790 	 0.0741 	 0.0407 	 -0.0001 	 407.3221
  0.7407 	 0.0741 	 0.0350 	 0.0014 	 349.8113
  0.8025 	 0.0741 	 0.0258 	 0.0023 	 259.3391
  0.8642 	 0.0741 	 0.0160 	 0.0018 	 160.7661
  0.9259 	 0.0741 	 0.0084 	 0.0011 	 84.8380
  0.0617 	 0.1111 	 -0.0047 	 0.0015 	 49.2636
  0.1235 	 0.1111 	 -0.0122 	 0.0022 	 123.7422
  0.1852 	 0.1111 	 -0.0219 	 0.0029 	 221.2853
  0.2469 	 0.1111 	 -0.0335 	 0.0028 	 336.4265
  0.3086 	 0.1111 	 -0.0425 	 0.0011 	 425.4899
  0.3704 	 0.1111 	 -0.0425 	 -0.0017 	 424.8309
  0.4321 	 0.1111 	 -0.0291 	 -0.0057 	 296.2242
  0.4938 	 0.1111 	 -0.0048 	 -0.0072 	 86.8816
  0.5556 	 0.1111 	 0.0211 	 -0.0063 	 220.1305
  0.6173 	 0.1111 	 0.0386 	 -0.0036 	 387.4633
  0.6790 	 0.1111 	 0.0430 	 0.0003 	 429.5296
  0.7407 	 0.1111 	 0.0375 	 0.0023 	 375.3237
  0.8025 	 0.1111 	 0.0261 	 0.0028 	 262.4050
  0.8642 	 0.1111 	 0.0158 	 0.0023 	 159.4231
  0.9259 	 0.1111 	 0.0085 	 0.0019 	 87.3709
  0.0617 	 0.1481 	 -0.0045 	 0.0017 	 48.1345
  0.1235 	 0.1481 	 -0.0120 	 0.0025 	 122.9625
  0.1852 	 0.1481 	 -0.0218 	 0.0032 	 220.1782
  0.2469 	 0.1481 	 -0.0346 	 0.0033 	 347.1468
  0.3086 	 0.1481 	 -0.0450 	 0.0019 	 450.1589
  0.3704 	 0.1481 	 -0.0452 	 -0.0022 	 452.6179
  0.4321 	 0.1481 	 -0.0315 	 -0.0059 	 320.1777
  0.4938 	 0.1481 	 -0.0051 	 -0.0084 	 98.1892
  0.5556 	 0.1481 	 0.0228 	 -0.0075 	 239.8762
  0.6173 	 0.1481 	 0.0417 	 -0.0033 	 418.4712
  0.6790 	 0.1481 	 0.0457 	 -0.0000 	 457.3052
  0.7407 	 0.1481 	 0.0382 	 0.0028 	 382.5812
  0.8025 	 0.1481 	 0.0266 	 0.0035 	 268.0984
  0.8642 	 0.1481 	 0.0159 	 0.0026 	 161.5812
  0.9259 	 0.1481 	 0.0078 	 0.0019 	 80.4939
  0.0617 	 0.1852 	 -0.0043 	 0.0017 	 46.7472
  0.1235 	 0.1852 	 -0.0108 	 0.0024 	 110.5252
  0.1852 	 0.1852 	 -0.0214 	 0.0035 	 217.3332
  0.2469 	 0.1852 	 -0.0341 	 0.0037 	 342.6795
  0.3086 	 0.1852 	 -0.0454 	 0.0019 	 454.5449
  0.3704 	 0.1852 	 -0.0473 	 -0.0016 	 473.3609
  0.4321 	 0.1852 	 -0.0329 	 -0.0065 	 334.9994
  0.4938 	 0.1852 	 -0.0055 	 -0.0088 	 103.8288
  0.5556 	 0.1852 	 0.0245 	 -0.0076 	 256.6805
  0.6173 	 0.1852 	 0.0431 	 -0.0040 	 432.3642
  0.6790 	 0.1852 	 0.0469 	 0.0008 	 469.2687
  0.7407 	 0.1852 	 0.0383 	 0.0029 	 384.1482
  0.8025 	 0.1852 	 0.0256 	 0.0034 	 257.9866
  0.8642 	 0.1852 	 0.0151 	 0.0030 	 153.9653
  0.9259 	 0.1852 	 0.0073 	 0.0017 	 74.8046
  0.0617 	 0.2222 	 -0.0038 	 0.0016 	 41.0612
  0.1235 	 0.2222 	 -0.0101 	 0.0024 	 103.8977
  0.1852 	 0.2222 	 -0.0203 	 0.0036 	 205.7216
  0.2469 	 0.2222 	 -0.0339 	 0.0038 	 340.6354
  0.3086 	 0.2222 	 -0.0461 	 0.0026 	 461.2874
  0.3704 	 0.2222 	 -0.0488 	 -0.0017 	 488.3197
  0.4321 	 0.2222 	 -0.0344 	 -0.0064 	 349.5295
  0.4938 	 0.2222 	 -0.0056 	 -0.0093 	 108.9109
  0.5556 	 0.2222 	 0.0254 	 -0.0080 	 265.8083
  0.6173 	 0.2222 	 0.0453 	 -0.0035 	 454.8379
  0.6790 	 0.2222 	 0.0473 	 0.0005 	 473.1035
  0.7407 	 0.2222 	 0.0380 	 0.0035 	 381.9312
  0.8025 	 0.2222 	 0.0254 	 0.0036 	 256.5127
  0.8642 	 0.2222 	 0.0137 	 0.0028 	 139.3461
  0.9259 	 0.2222 	 0.0069 	 0.0018 	 71.3941
  0.0617 	 0.2593 	 -0.0034 	 0.0014 	 36.4922
  0.1235 	 0.2593 	 -0.0099 	 0.0024 	 102.1826
  0.1852 	 0.2593 	 -0.0198 	 0.0034 	 200.7742
  0.2469 	 0.2593 	 -0.0348 	 0.0044 	 350.7259
  0.3086 	 0.2593 	 -0.0484 	 0.0026 	 484.8895
  0.3704 	 0.2593 	 -0.0517 	 -0.0013 	 517.4465
  0.4321 	 0.2593 	 -0.0376 	 -0.0067 	 382.0011
  0.4938 	 0.2593 	 -0.0057 	 -0.0097 	 112.6089
  0.5556 	 0.2593 	 0.0275 	 -0.0083 	 287.4117
  0.6173 	 0.2593 	 0.0481 	 -0.0037 	 482.1840
  0.6790 	 0.2593 	 0.0503 	 0.0013 	 503.0162
  0.7407 	 0.2593 	 0.0395 	 0.0034 	 396.0114
  0.8025 	 0.2593 	 0.0251 	 0.0040 	 253.8677
  0.8642 	 0.2593 	 0.0137 	 0.0027 	 139.5755
  0.9259 	 0.2593 	 0.0063 	 0.0018 	 65.7422
  0.0617 	 0.2963 	 -0.0033 	 0.0013 	 35.6559
  0.1235 	 0.2963 	 -0.0093 	 0.0022 	 95.1287
  0.1852 	 0.2963 	 -0.0200 	 0.0037 	 203.1797
  0.2469 	 0.2963 	 -0.0355 	 0.0045 	 357.4810
  0.3086 	 0.2963 	 -0.0515 	 0.0034 	 515.8886
  0.3704 	 0.2963 	 -0.0568 	 -0.0009 	 568.3924
  0.4321 	 0.2963 	 -0.0404 	 -0.0066 	 408.8802
  0.4938 	 0.2963 	 -0.0073 	 -0.0100 	 123.7291
  0.5556 	 0.2963 	 0.0312 	 -0.0082 	 322.1616
  0.6173 	 0.2963 	 0.0523 	 -0.0033 	 524.3546
  0.6790 	 0.2963 	 0.0538 	 0.0018 	 538.0998
  0.7407 	 0.2963 	 0.0414 	 0.0043 	 415.7114
  0.8025 	 0.2963 	 0.0250 	 0.0039 	 252.9777
  0.8642 	 0.2963 	 0.0135 	 0.0030 	 138.4777
  0.9259 	 0.2963 	 0.0058 	 0.0016 	 60.3841
  0.0617 	 0.3333 	 -0.0029 	 0.0012 	 31.1780
  0.1235 	 0.3333 	 -0.0082 	 0.0021 	 84.4959
  0.1852 	 0.3333 	 -0.0190 	 0.0039 	 194.2136
  0.2469 	 0.3333 	 -0.0349 	 0.0051 	 352.7834
  0.3086 	 0.3333 	 -0.0532 	 0.0046 	 534.0647
  0.3704 	 0.3333 	 -0.0595 	 0.0005 	 594.8957
  0.4321 	 0.3333 	 -0.0446 	 -0.0055 	 449.7574
  0.4938 	 0.3333 	 -0.0063 	 -0.0091 	 110.5139
  0.5556 	 0.3333 	 0.0325 	 -0.0076 	 333.7520
  0.6173 	 0.3333 	 0.0565 	 -0.0018 	 565.3957
  0.6790 	 0.3333 	 0.0559 	 0.0030 	 559.3636
  0.7407 	 0.3333 	 0.0409 	 0.0051 	 412.5854
  0.8025 	 0.3333 	 0.0246 	 0.0044 	 249.5828
  0.8642 	 0.3333 	 0.0121 	 0.0030 	 125.0241
  0.9259 	 0.3333 	 0.0053 	 0.0015 	 55.0799
