 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0055 	 0.0034 	 64.7966
  0.1235 	 0.0370 	 0.0004 	 -0.0018 	 18.5198
  0.1852 	 0.0370 	 -0.0008 	 0.0003 	 8.5706
  0.2469 	 0.0370 	 -0.0002 	 -0.0001 	 2.3771
  0.3086 	 0.0370 	 0.0002 	 -0.0002 	 2.5731
  0.3704 	 0.0370 	 0.0005 	 -0.0000 	 4.6836
  0.4321 	 0.0370 	 0.0005 	 0.0001 	 4.5922
  0.4938 	 0.0370 	 0.0002 	 0.0002 	 2.6233
  0.5556 	 0.0370 	 -0.0001 	 0.0001 	 1.5157
  0.6173 	 0.0370 	 -0.0002 	 0.0000 	 1.8004
  0.6790 	 0.0370 	 -0.0000 	 -0.0001 	 0.9965
  0.7407 	 0.0370 	 0.0004 	 -0.0002 	 4.5040
  0.8025 	 0.0370 	 0.0008 	 -0.0001 	 8.4970
  0.8642 	 0.0370 	 0.0014 	 0.0003 	 14.2439
  0.9259 	 0.0370 	 -0.0010 	 -0.0017 	 20.1967
  0.0617 	 0.0741 	 -0.0001 	 0.0053 	 53.0198
  0.1235 	 0.0741 	 -0.0017 	 -0.0004 	 17.4801
  0.1852 	 0.0741 	 -0.0018 	 -0.0001 	 17.6527
  0.2469 	 0.0741 	 -0.0012 	 -0.0005 	 12.5423
  0.3086 	 0.0741 	 -0.0005 	 -0.0005 	 7.1818
  0.3704 	 0.0741 	 0.0000 	 -0.0002 	 2.4405
  0.4321 	 0.0741 	 0.0003 	 0.0001 	 2.7884
  0.4938 	 0.0741 	 0.0002 	 0.0003 	 3.3503
  0.5556 	 0.0741 	 0.0000 	 0.0002 	 2.3426
  0.6173 	 0.0741 	 0.0001 	 -0.0000 	 1.1640
  0.6790 	 0.0741 	 0.0006 	 -0.0004 	 6.7725
  0.7407 	 0.0741 	 0.0013 	 -0.0006 	 13.8455
  0.8025 	 0.0741 	 0.0019 	 -0.0004 	 19.1844
  0.8642 	 0.0741 	 0.0023 	 0.0000 	 23.3570
  0.9259 	 0.0741 	 0.0017 	 -0.0002 	 17.4142
  0.0617 	 0.1111 	 -0.0026 	 0.0036 	 44.3747
  0.1235 	 0.1111 	 -0.0025 	 0.0002 	 24.8872
  0.1852 	 0.1111 	 -0.0031 	 -0.0002 	 31.2790
  0.2469 	 0.1111 	 -0.0027 	 -0.0008 	 28.1319
  0.3086 	 0.1111 	 -0.0017 	 -0.0010 	 20.1372
  0.3704 	 0.1111 	 -0.0007 	 -0.0007 	 9.7499
  0.4321 	 0.1111 	 -0.0001 	 -0.0001 	 1.1008
  0.4938 	 0.1111 	 0.0001 	 0.0003 	 3.2381
  0.5556 	 0.1111 	 0.0002 	 0.0002 	 2.9222
  0.6173 	 0.1111 	 0.0006 	 -0.0003 	 7.0765
  0.6790 	 0.1111 	 0.0015 	 -0.0009 	 17.6882
  0.7407 	 0.1111 	 0.0026 	 -0.0011 	 28.4768
  0.8025 	 0.1111 	 0.0034 	 -0.0007 	 34.6363
  0.8642 	 0.1111 	 0.0035 	 0.0001 	 34.7321
  0.9259 	 0.1111 	 0.0024 	 0.0005 	 24.5272
  0.0617 	 0.1481 	 -0.0020 	 0.0031 	 37.1566
  0.1235 	 0.1481 	 -0.0037 	 0.0014 	 39.9145
  0.1852 	 0.1481 	 -0.0051 	 0.0001 	 51.0070
  0.2469 	 0.1481 	 -0.0049 	 -0.0012 	 50.9458
  0.3086 	 0.1481 	 -0.0038 	 -0.0019 	 41.8694
  0.3704 	 0.1481 	 -0.0022 	 -0.0015 	 26.2776
  0.4321 	 0.1481 	 -0.0009 	 -0.0006 	 10.4913
  0.4938 	 0.1481 	 -0.0000 	 0.0000 	 0.4528
  0.5556 	 0.1481 	 0.0007 	 -0.0001 	 7.1187
  0.6173 	 0.1481 	 0.0018 	 -0.0009 	 20.2624
  0.6790 	 0.1481 	 0.0033 	 -0.0017 	 37.3378
  0.7407 	 0.1481 	 0.0047 	 -0.0018 	 50.9539
  0.8025 	 0.1481 	 0.0055 	 -0.0010 	 55.5805
  0.8642 	 0.1481 	 0.0051 	 0.0005 	 50.9293
  0.9259 	 0.1481 	 0.0032 	 0.0017 	 36.7798
  0.0617 	 0.1852 	 -0.0022 	 0.0046 	 50.6613
  0.1235 	 0.1852 	 -0.0052 	 0.0030 	 59.7801
  0.1852 	 0.1852 	 -0.0074 	 0.0009 	 74.0892
  0.2469 	 0.1852 	 -0.0079 	 -0.0014 	 80.6944
  0.3086 	 0.1852 	 -0.0070 	 -0.0027 	 75.4997
  0.3704 	 0.1852 	 -0.0051 	 -0.0027 	 57.2782
  0.4321 	 0.1852 	 -0.0027 	 -0.0017 	 31.9553
  0.4938 	 0.1852 	 -0.0004 	 -0.0009 	 10.1914
  0.5556 	 0.1852 	 0.0019 	 -0.0012 	 22.0988
  0.6173 	 0.1852 	 0.0043 	 -0.0021 	 47.7825
  0.6790 	 0.1852 	 0.0065 	 -0.0029 	 70.8965
  0.7407 	 0.1852 	 0.0079 	 -0.0025 	 82.5362
  0.8025 	 0.1852 	 0.0080 	 -0.0009 	 80.0808
  0.8642 	 0.1852 	 0.0067 	 0.0014 	 68.2515
  0.9259 	 0.1852 	 0.0041 	 0.0034 	 53.4404
  0.0617 	 0.2222 	 -0.0023 	 0.0065 	 69.2244
  0.1235 	 0.2222 	 -0.0059 	 0.0051 	 78.0753
  0.1852 	 0.2222 	 -0.0092 	 0.0023 	 94.6667
  0.2469 	 0.2222 	 -0.0114 	 -0.0008 	 113.9334
  0.3086 	 0.2222 	 -0.0121 	 -0.0031 	 125.3414
  0.3704 	 0.2222 	 -0.0108 	 -0.0041 	 115.7249
  0.4321 	 0.2222 	 -0.0070 	 -0.0040 	 81.1273
  0.4938 	 0.2222 	 -0.0013 	 -0.0037 	 39.4830
  0.5556 	 0.2222 	 0.0049 	 -0.0038 	 61.9694
  0.6173 	 0.2222 	 0.0097 	 -0.0042 	 105.5753
