 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4375 	 -0.0000 	 0.0010 	 10.1997  
  0.2469 	 0.4375 	 -0.0000 	 0.0035 	 35.4740  
  0.3086 	 0.4375 	 -0.0000 	 0.0095 	 95.3648  
  0.3704 	 0.4376 	 -0.0001 	 0.0193 	 192.9367  
  0.4321 	 0.4377 	 -0.0001 	 0.0289 	 289.4299  
  0.4938 	 0.4378 	 -0.0000 	 0.0327 	 327.4940  
  0.5556 	 0.4377 	 0.0001 	 0.0285 	 285.1065  
  0.6173 	 0.4376 	 0.0001 	 0.0188 	 187.6546  
  0.6790 	 0.4375 	 0.0000 	 0.0092 	 91.5217  
  0.7407 	 0.4375 	 0.0000 	 0.0034 	 33.5425  
  0.8025 	 0.4375 	 0.0000 	 0.0010 	 9.5369  
 
