 x 	 y 	 u 	 v 	 m 
  0.1852 	 0.4241 	 0.0000 	 0.0000 	 0.0000  
  0.2469 	 0.4218 	 0.0000 	 0.0000 	 0.0000  
  0.3086 	 0.4285 	 0.0000 	 0.0000 	 0.0000  
  0.3704 	 0.4488 	 0.0000 	 0.0000 	 0.0000  
  0.4321 	 0.4704 	 0.0000 	 0.0000 	 0.0000  
  0.4938 	 0.4786 	 0.0000 	 0.0000 	 0.0000  
  0.5556 	 0.4696 	 -0.0000 	 0.0000 	 0.0000  
  0.6173 	 0.4477 	 -0.0000 	 0.0000 	 0.0000  
  0.6790 	 0.4280 	 -0.0000 	 0.0000 	 0.0000  
  0.7407 	 0.4219 	 -0.0000 	 0.0000 	 0.0000  
  0.8025 	 0.4244 	 -0.0000 	 0.0000 	 0.0000  
 
