 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0035 	 0.0014 	 37.4554
  0.1235 	 0.0370 	 0.0011 	 -0.0011 	 15.5900
  0.1852 	 0.0370 	 0.0005 	 0.0001 	 5.5294
  0.2469 	 0.0370 	 0.0006 	 0.0000 	 6.1437
  0.3086 	 0.0370 	 0.0004 	 -0.0000 	 3.9091
  0.3704 	 0.0370 	 0.0002 	 -0.0000 	 1.7199
  0.4321 	 0.0370 	 -0.0000 	 -0.0000 	 0.4235
  0.4938 	 0.0370 	 -0.0001 	 -0.0000 	 1.4187
  0.5556 	 0.0370 	 -0.0003 	 -0.0000 	 2.7594
  0.6173 	 0.0370 	 -0.0005 	 -0.0000 	 4.8214
  0.6790 	 0.0370 	 -0.0008 	 0.0000 	 7.7569
  0.7407 	 0.0370 	 -0.0011 	 0.0000 	 10.9746
  0.8025 	 0.0370 	 -0.0013 	 0.0000 	 13.3524
  0.8642 	 0.0370 	 -0.0012 	 0.0001 	 11.5281
  0.9259 	 0.0370 	 -0.0020 	 -0.0012 	 23.3170
  0.0617 	 0.0741 	 0.0008 	 0.0019 	 20.9186
  0.1235 	 0.0741 	 0.0012 	 -0.0009 	 15.2391
  0.1852 	 0.0741 	 0.0017 	 -0.0002 	 16.9113
  0.2469 	 0.0741 	 0.0017 	 0.0000 	 16.9170
  0.3086 	 0.0741 	 0.0013 	 0.0001 	 12.8825
  0.3704 	 0.0741 	 0.0008 	 0.0001 	 8.0195
  0.4321 	 0.0741 	 0.0003 	 0.0001 	 3.4729
  0.4938 	 0.0741 	 -0.0001 	 0.0000 	 0.7087
  0.5556 	 0.0741 	 -0.0005 	 0.0001 	 4.6863
  0.6173 	 0.0741 	 -0.0009 	 0.0002 	 9.6208
  0.6790 	 0.0741 	 -0.0015 	 0.0002 	 15.4511
  0.7407 	 0.0741 	 -0.0021 	 0.0002 	 21.0919
  0.8025 	 0.0741 	 -0.0025 	 0.0000 	 24.6150
  0.8642 	 0.0741 	 -0.0022 	 -0.0003 	 22.2755
  0.9259 	 0.0741 	 -0.0016 	 -0.0011 	 19.1603
  0.0617 	 0.1111 	 0.0003 	 -0.0004 	 5.1010
  0.1235 	 0.1111 	 0.0026 	 -0.0016 	 30.8484
  0.1852 	 0.1111 	 0.0033 	 -0.0005 	 33.6454
  0.2469 	 0.1111 	 0.0032 	 0.0002 	 32.4777
  0.3086 	 0.1111 	 0.0026 	 0.0005 	 25.9755
  0.3704 	 0.1111 	 0.0017 	 0.0005 	 17.3346
  0.4321 	 0.1111 	 0.0008 	 0.0004 	 8.9447
  0.4938 	 0.1111 	 0.0000 	 0.0003 	 3.3137
  0.5556 	 0.1111 	 -0.0007 	 0.0004 	 8.2166
  0.6173 	 0.1111 	 -0.0016 	 0.0006 	 16.9024
  0.6790 	 0.1111 	 -0.0026 	 0.0007 	 26.8024
  0.7407 	 0.1111 	 -0.0035 	 0.0006 	 35.7054
  0.8025 	 0.1111 	 -0.0040 	 0.0001 	 40.4740
  0.8642 	 0.1111 	 -0.0038 	 -0.0008 	 38.3308
  0.9259 	 0.1111 	 -0.0027 	 -0.0019 	 33.1107
  0.0617 	 0.1481 	 0.0017 	 -0.0028 	 33.2478
  0.1235 	 0.1481 	 0.0043 	 -0.0026 	 50.6039
  0.1852 	 0.1481 	 0.0055 	 -0.0010 	 56.2484
  0.2469 	 0.1481 	 0.0055 	 0.0004 	 55.4135
  0.3086 	 0.1481 	 0.0045 	 0.0011 	 45.9593
  0.3704 	 0.1481 	 0.0030 	 0.0012 	 31.9068
  0.4321 	 0.1481 	 0.0015 	 0.0010 	 17.9667
  0.4938 	 0.1481 	 0.0002 	 0.0009 	 9.0855
  0.5556 	 0.1481 	 -0.0011 	 0.0010 	 14.9237
  0.6173 	 0.1481 	 -0.0026 	 0.0013 	 28.6679
  0.6790 	 0.1481 	 -0.0042 	 0.0015 	 44.3967
  0.7407 	 0.1481 	 -0.0056 	 0.0012 	 57.4796
  0.8025 	 0.1481 	 -0.0063 	 0.0002 	 62.7105
  0.8642 	 0.1481 	 -0.0056 	 -0.0014 	 58.2041
  0.9259 	 0.1481 	 -0.0040 	 -0.0030 	 50.1287
  0.0617 	 0.1852 	 0.0027 	 -0.0051 	 57.1664
  0.1235 	 0.1852 	 0.0061 	 -0.0043 	 74.5981
  0.1852 	 0.1852 	 0.0084 	 -0.0018 	 86.1283
  0.2469 	 0.1852 	 0.0089 	 0.0006 	 89.0601
  0.3086 	 0.1852 	 0.0075 	 0.0021 	 77.4071
  0.3704 	 0.1852 	 0.0050 	 0.0024 	 55.9229
  0.4321 	 0.1852 	 0.0026 	 0.0022 	 33.4414
  0.4938 	 0.1852 	 0.0003 	 0.0019 	 19.3168
  0.5556 	 0.1852 	 -0.0018 	 0.0020 	 27.1959
  0.6173 	 0.1852 	 -0.0042 	 0.0025 	 48.6627
  0.6790 	 0.1852 	 -0.0068 	 0.0027 	 72.7326
  0.7407 	 0.1852 	 -0.0088 	 0.0020 	 90.2080
  0.8025 	 0.1852 	 -0.0093 	 0.0000 	 92.8665
  0.8642 	 0.1852 	 -0.0078 	 -0.0025 	 81.8737
  0.9259 	 0.1852 	 -0.0050 	 -0.0047 	 68.9891
  0.0617 	 0.2222 	 0.0031 	 -0.0075 	 81.2810
  0.1235 	 0.2222 	 0.0074 	 -0.0067 	 99.8777
  0.1852 	 0.2222 	 0.0116 	 -0.0037 	 121.2918
  0.2469 	 0.2222 	 0.0135 	 0.0004 	 135.3005
  0.3086 	 0.2222 	 0.0121 	 0.0035 	 125.9376
  0.3704 	 0.2222 	 0.0085 	 0.0045 	 95.9966
  0.4321 	 0.2222 	 0.0044 	 0.0041 	 60.4752
  0.4938 	 0.2222 	 0.0006 	 0.0037 	 37.4400
  0.5556 	 0.2222 	 -0.0031 	 0.0039 	 49.3866
  0.6173 	 0.2222 	 -0.0070 	 0.0045 	 83.2487
  0.6790 	 0.2222 	 -0.0109 	 0.0046 	 118.1383
  0.7407 	 0.2222 	 -0.0134 	 0.0028 	 136.7995
  0.8025 	 0.2222 	 -0.0129 	 -0.0008 	 129.4340
  0.8642 	 0.2222 	 -0.0096 	 -0.0046 	 106.3233
  0.9259 	 0.2222 	 -0.0053 	 -0.0070 	 88.3318
  0.0617 	 0.2593 	 0.0021 	 -0.0095 	 97.7974
  0.1235 	 0.2593 	 0.0070 	 -0.0101 	 122.8393
  0.1852 	 0.2593 	 0.0137 	 -0.0071 	 154.3825
  0.2469 	 0.2593 	 0.0184 	 -0.0009 	 184.0133
  0.3086 	 0.2593 	 0.0183 	 0.0048 	 189.7343
  0.3704 	 0.2593 	 0.0139 	 0.0075 	 158.2184
  0.4321 	 0.2593 	 0.0076 	 0.0074 	 106.3914
  0.4938 	 0.2593 	 0.0011 	 0.0069 	 69.6787
  0.5556 	 0.2593 	 -0.0053 	 0.0071 	 88.5892
  0.6173 	 0.2593 	 -0.0117 	 0.0077 	 140.3069
  0.6790 	 0.2593 	 -0.0169 	 0.0070 	 183.0420
  0.7407 	 0.2593 	 -0.0186 	 0.0031 	 188.4030
  0.8025 	 0.2593 	 -0.0157 	 -0.0029 	 159.9888
  0.8642 	 0.2593 	 -0.0100 	 -0.0081 	 128.2732
  0.9259 	 0.2593 	 -0.0041 	 -0.0099 	 107.3438
  0.0617 	 0.2963 	 0.0000 	 -0.0114 	 114.2674
  0.1235 	 0.2963 	 0.0059 	 -0.0142 	 154.1897
  0.1852 	 0.2963 	 0.0125 	 -0.0113 	 168.5577
  0.2469 	 0.2963 	 0.0189 	 -0.0040 	 192.9712
  0.3086 	 0.2963 	 0.0228 	 0.0047 	 232.3313
  0.3704 	 0.2963 	 0.0201 	 0.0109 	 228.6110
  0.4321 	 0.2963 	 0.0119 	 0.0125 	 172.5540
  0.4938 	 0.2963 	 0.0018 	 0.0122 	 123.3615
  0.5556 	 0.2963 	 -0.0084 	 0.0124 	 149.7239
  0.6173 	 0.2963 	 -0.0176 	 0.0122 	 214.4024
  0.6790 	 0.2963 	 -0.0224 	 0.0088 	 240.7528
  0.7407 	 0.2963 	 -0.0202 	 0.0012 	 201.9135
  0.8025 	 0.2963 	 -0.0139 	 -0.0065 	 153.8757
  0.8642 	 0.2963 	 -0.0083 	 -0.0117 	 143.8113
  0.9259 	 0.2963 	 -0.0031 	 -0.0132 	 135.6478
  0.0617 	 0.3333 	 0.0034 	 -0.0151 	 155.1310
  0.1235 	 0.3333 	 0.0065 	 -0.0161 	 173.9698
  0.1852 	 0.3333 	 0.0061 	 -0.0130 	 143.2912
  0.2469 	 0.3333 	 0.0103 	 -0.0082 	 131.7335
  0.3086 	 0.3333 	 0.0185 	 0.0012 	 185.2720
  0.3704 	 0.3333 	 0.0214 	 0.0125 	 247.7967
  0.4321 	 0.3333 	 0.0146 	 0.0185 	 235.4012
  0.4938 	 0.3333 	 0.0023 	 0.0196 	 197.3447
  0.5556 	 0.3333 	 -0.0106 	 0.0194 	 221.3378
  0.6173 	 0.3333 	 -0.0200 	 0.0167 	 260.5595
  0.6790 	 0.3333 	 -0.0206 	 0.0078 	 220.0838
  0.7407 	 0.3333 	 -0.0128 	 -0.0036 	 133.1103
  0.8025 	 0.3333 	 -0.0054 	 -0.0101 	 114.1316
  0.8642 	 0.3333 	 -0.0044 	 -0.0124 	 131.6584
  0.9259 	 0.3333 	 -0.0058 	 -0.0146 	 157.0746
  0.0617 	 0.3704 	 0.0077 	 -0.0185 	 200.5074
  0.1235 	 0.3704 	 0.0050 	 -0.0132 	 140.9139
  0.1852 	 0.3704 	 -0.0021 	 -0.0109 	 110.5996
  0.2469 	 0.3704 	 -0.0015 	 -0.0114 	 114.5735
  0.3086 	 0.3704 	 0.0058 	 -0.0042 	 71.5558
  0.3704 	 0.3704 	 0.0133 	 0.0107 	 170.1987
  0.4321 	 0.3704 	 0.0118 	 0.0229 	 257.7716
  0.4938 	 0.3704 	 0.0020 	 0.0270 	 271.0898
  0.5556 	 0.3704 	 -0.0091 	 0.0260 	 275.4346
  0.6173 	 0.3704 	 -0.0141 	 0.0185 	 232.5215
  0.6790 	 0.3704 	 -0.0091 	 0.0036 	 97.6050
  0.7407 	 0.3704 	 -0.0007 	 -0.0088 	 88.2589
  0.8025 	 0.3704 	 0.0037 	 -0.0120 	 125.9799
  0.8642 	 0.3704 	 0.0010 	 -0.0094 	 94.9278
  0.9259 	 0.3704 	 -0.0071 	 -0.0114 	 134.8655
  0.0617 	 0.4074 	 0.0028 	 -0.0204 	 205.5796
  0.1235 	 0.4074 	 0.0003 	 -0.0089 	 88.9341
  0.1852 	 0.4074 	 -0.0071 	 -0.0076 	 103.9226
  0.2469 	 0.4074 	 -0.0083 	 -0.0121 	 146.9583
  0.3086 	 0.4074 	 -0.0069 	 -0.0077 	 102.8618
  0.3704 	 0.4074 	 0.0008 	 0.0060 	 60.9421
  0.4321 	 0.4074 	 0.0046 	 0.0240 	 244.0881
  0.4938 	 0.4074 	 0.0009 	 0.0315 	 315.6302
  0.5556 	 0.4074 	 -0.0040 	 0.0295 	 297.9514
  0.6173 	 0.4074 	 -0.0033 	 0.0168 	 171.3580
  0.6790 	 0.4074 	 0.0046 	 -0.0014 	 48.3378
  0.7407 	 0.4074 	 0.0079 	 -0.0105 	 131.8172
  0.8025 	 0.4074 	 0.0075 	 -0.0124 	 144.8767
  0.8642 	 0.4074 	 0.0050 	 -0.0058 	 76.5215
  0.9259 	 0.4074 	 -0.0030 	 -0.0070 	 76.6571
  0.0617 	 0.4444 	 -0.0063 	 -0.0203 	 212.6555
  0.1235 	 0.4444 	 -0.0094 	 -0.0073 	 118.6592
  0.1852 	 0.4444 	 -0.0081 	 -0.0068 	 105.5768
  0.2469 	 0.4444 	 -0.0105 	 -0.0106 	 148.9916
  0.3086 	 0.4444 	 -0.0136 	 -0.0074 	 155.2076
  0.3704 	 0.4444 	 -0.0111 	 0.0007 	 111.1096
  0.4321 	 0.4444 	 -0.0033 	 0.0216 	 218.8256
  0.4938 	 0.4444 	 -0.0003 	 0.0319 	 318.7197
  0.5556 	 0.4444 	 0.0017 	 0.0291 	 291.3318
  0.6173 	 0.4444 	 0.0079 	 0.0126 	 148.7241
  0.6790 	 0.4444 	 0.0138 	 -0.0037 	 143.1901
  0.7407 	 0.4444 	 0.0118 	 -0.0093 	 150.1975
  0.8025 	 0.4444 	 0.0075 	 -0.0106 	 130.1546
  0.8642 	 0.4444 	 0.0067 	 -0.0050 	 83.6810
  0.9259 	 0.4444 	 0.0078 	 -0.0058 	 97.3529
  0.0617 	 0.4815 	 -0.0052 	 -0.0149 	 158.1577
  0.1235 	 0.4815 	 -0.0082 	 -0.0081 	 115.3752
  0.1852 	 0.4815 	 -0.0067 	 -0.0072 	 98.1544
  0.2469 	 0.4815 	 -0.0095 	 -0.0080 	 123.8813
  0.3086 	 0.4815 	 -0.0130 	 -0.0054 	 140.3314
  0.3704 	 0.4815 	 -0.0154 	 0.0015 	 154.7574
  0.4321 	 0.4815 	 -0.0123 	 0.0148 	 192.3841
  0.4938 	 0.4815 	 -0.0015 	 0.0286 	 286.7288
  0.5556 	 0.4815 	 0.0079 	 0.0244 	 256.4441
  0.6173 	 0.4815 	 0.0161 	 0.0076 	 178.1373
