 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0030 	 0.0017 	 34.2852
  0.1235 	 0.0370 	 0.0010 	 -0.0010 	 13.9582
  0.1852 	 0.0370 	 -0.0005 	 -0.0000 	 5.6779
  0.2469 	 0.0370 	 -0.0007 	 0.0003 	 8.0147
  0.3086 	 0.0370 	 -0.0009 	 -0.0001 	 8.8772
  0.3704 	 0.0370 	 -0.0008 	 -0.0001 	 8.4509
  0.4321 	 0.0370 	 -0.0006 	 -0.0002 	 6.0085
  0.4938 	 0.0370 	 -0.0002 	 -0.0002 	 2.9802
  0.5556 	 0.0370 	 0.0001 	 -0.0002 	 1.9263
  0.6173 	 0.0370 	 0.0003 	 -0.0001 	 2.8357
  0.6790 	 0.0370 	 0.0002 	 -0.0000 	 2.1838
  0.7407 	 0.0370 	 -0.0001 	 0.0001 	 1.0254
  0.8025 	 0.0370 	 -0.0005 	 0.0004 	 5.3960
  0.8642 	 0.0370 	 -0.0008 	 -0.0001 	 7.1364
  0.9259 	 0.0370 	 -0.0026 	 -0.0012 	 27.3647
  0.0617 	 0.0741 	 0.0020 	 0.0025 	 31.7707
  0.1235 	 0.0741 	 0.0016 	 -0.0002 	 14.8596
  0.1852 	 0.0741 	 0.0018 	 0.0000 	 16.1193
  0.2469 	 0.0741 	 0.0015 	 0.0005 	 14.9006
  0.3086 	 0.0741 	 0.0009 	 0.0002 	 8.5982
  0.3704 	 0.0741 	 0.0004 	 -0.0000 	 3.5580
  0.4321 	 0.0741 	 0.0001 	 -0.0002 	 2.2117
  0.4938 	 0.0741 	 -0.0000 	 -0.0002 	 2.4927
  0.5556 	 0.0741 	 -0.0002 	 -0.0001 	 2.7139
  0.6173 	 0.0741 	 -0.0006 	 0.0001 	 5.8918
  0.6790 	 0.0741 	 -0.0013 	 0.0003 	 12.5417
  0.7407 	 0.0741 	 -0.0022 	 0.0005 	 21.1443
  0.8025 	 0.0741 	 -0.0029 	 0.0006 	 27.9905
  0.8642 	 0.0741 	 -0.0029 	 -0.0001 	 27.3595
  0.9259 	 0.0741 	 -0.0025 	 -0.0006 	 23.8585
  0.0617 	 0.1111 	 0.0008 	 0.0002 	 7.2177
  0.1235 	 0.1111 	 0.0044 	 -0.0011 	 42.8129
  0.1852 	 0.1111 	 0.0053 	 -0.0001 	 50.7826
  0.2469 	 0.1111 	 0.0049 	 0.0009 	 47.9125
  0.3086 	 0.1111 	 0.0037 	 0.0009 	 36.3777
  0.3704 	 0.1111 	 0.0023 	 0.0006 	 22.7647
  0.4321 	 0.1111 	 0.0011 	 0.0002 	 11.0450
  0.4938 	 0.1111 	 0.0002 	 0.0001 	 2.0213
  0.5556 	 0.1111 	 -0.0008 	 0.0003 	 7.7568
  0.6173 	 0.1111 	 -0.0020 	 0.0007 	 20.3922
  0.6790 	 0.1111 	 -0.0036 	 0.0011 	 36.4284
  0.7407 	 0.1111 	 -0.0053 	 0.0013 	 52.2779
  0.8025 	 0.1111 	 -0.0064 	 0.0009 	 61.8087
  0.8642 	 0.1111 	 -0.0062 	 -0.0005 	 59.5629
  0.9259 	 0.1111 	 -0.0044 	 -0.0018 	 45.7430
  0.0617 	 0.1481 	 0.0027 	 -0.0036 	 42.4297
  0.1235 	 0.1481 	 0.0078 	 -0.0030 	 79.9831
  0.1852 	 0.1481 	 0.0099 	 -0.0007 	 95.5798
  0.2469 	 0.1481 	 0.0100 	 0.0014 	 97.1331
  0.3086 	 0.1481 	 0.0081 	 0.0021 	 81.2745
  0.3704 	 0.1481 	 0.0054 	 0.0019 	 55.3748
  0.4321 	 0.1481 	 0.0027 	 0.0014 	 29.5249
  0.4938 	 0.1481 	 0.0005 	 0.0011 	 11.4156
  0.5556 	 0.1481 	 -0.0017 	 0.0013 	 20.6843
  0.6173 	 0.1481 	 -0.0043 	 0.0021 	 46.0241
  0.6790 	 0.1481 	 -0.0073 	 0.0027 	 75.8340
  0.7407 	 0.1481 	 -0.0100 	 0.0025 	 100.0808
  0.8025 	 0.1481 	 -0.0111 	 0.0012 	 107.6365
  0.8642 	 0.1481 	 -0.0099 	 -0.0014 	 96.4225
  0.9259 	 0.1481 	 -0.0068 	 -0.0039 	 75.7232
  0.0617 	 0.1852 	 0.0043 	 -0.0074 	 81.8883
  0.1235 	 0.1852 	 0.0100 	 -0.0059 	 112.4745
  0.1852 	 0.1852 	 0.0148 	 -0.0025 	 144.9300
  0.2469 	 0.1852 	 0.0168 	 0.0014 	 163.1869
  0.3086 	 0.1852 	 0.0148 	 0.0040 	 148.1427
  0.3704 	 0.1852 	 0.0101 	 0.0045 	 107.5752
  0.4321 	 0.1852 	 0.0052 	 0.0037 	 61.9473
  0.4938 	 0.1852 	 0.0009 	 0.0031 	 31.0001
  0.5556 	 0.1852 	 -0.0032 	 0.0034 	 45.8351
  0.6173 	 0.1852 	 -0.0079 	 0.0046 	 88.8937
  0.6790 	 0.1852 	 -0.0130 	 0.0053 	 135.9363
  0.7407 	 0.1852 	 -0.0167 	 0.0040 	 166.1292
  0.8025 	 0.1852 	 -0.0167 	 0.0006 	 162.0680
  0.8642 	 0.1852 	 -0.0129 	 -0.0037 	 130.1920
  0.9259 	 0.1852 	 -0.0077 	 -0.0068 	 99.3650
  0.0617 	 0.2222 	 0.0030 	 -0.0102 	 103.0977
  0.1235 	 0.2222 	 0.0097 	 -0.0102 	 137.6782
  0.1852 	 0.2222 	 0.0183 	 -0.0066 	 189.7759
  0.2469 	 0.2222 	 0.0234 	 0.0003 	 228.2071
  0.3086 	 0.2222 	 0.0221 	 0.0062 	 223.0320
  0.3704 	 0.2222 	 0.0160 	 0.0084 	 175.6811
  0.4321 	 0.2222 	 0.0085 	 0.0077 	 111.2964
  0.4938 	 0.2222 	 0.0013 	 0.0066 	 65.7960
  0.5556 	 0.2222 	 -0.0056 	 0.0070 	 87.5951
  0.6173 	 0.2222 	 -0.0128 	 0.0085 	 149.3330
  0.6790 	 0.2222 	 -0.0195 	 0.0087 	 207.0398
  0.7407 	 0.2222 	 -0.0232 	 0.0052 	 230.4184
  0.8025 	 0.2222 	 -0.0211 	 -0.0016 	 207.4027
  0.8642 	 0.2222 	 -0.0140 	 -0.0080 	 158.5723
  0.9259 	 0.2222 	 -0.0060 	 -0.0106 	 119.2518
  0.0617 	 0.2593 	 0.0010 	 -0.0128 	 126.2452
  0.1235 	 0.2593 	 0.0091 	 -0.0158 	 180.1206
  0.1852 	 0.2593 	 0.0183 	 -0.0119 	 217.4674
  0.2469 	 0.2593 	 0.0245 	 -0.0020 	 242.4612
  0.3086 	 0.2593 	 0.0251 	 0.0078 	 256.4871
  0.3704 	 0.2593 	 0.0202 	 0.0127 	 231.3873
  0.4321 	 0.2593 	 0.0116 	 0.0130 	 169.1441
  0.4938 	 0.2593 	 0.0018 	 0.0120 	 118.3462
  0.5556 	 0.2593 	 -0.0081 	 0.0124 	 143.6036
  0.6173 	 0.2593 	 -0.0170 	 0.0133 	 209.2781
  0.6790 	 0.2593 	 -0.0230 	 0.0117 	 249.8072
  0.7407 	 0.2593 	 -0.0239 	 0.0052 	 240.0400
  0.8025 	 0.2593 	 -0.0202 	 -0.0047 	 206.6862
  0.8642 	 0.2593 	 -0.0133 	 -0.0131 	 185.9451
  0.9259 	 0.2593 	 -0.0050 	 -0.0153 	 159.3401
  0.0617 	 0.2963 	 0.0035 	 -0.0172 	 174.9565
  0.1235 	 0.2963 	 0.0105 	 -0.0200 	 226.2494
  0.1852 	 0.2963 	 0.0134 	 -0.0147 	 200.4021
  0.2469 	 0.2963 	 0.0159 	 -0.0042 	 167.9338
  0.3086 	 0.2963 	 0.0190 	 0.0071 	 202.1973
  0.3704 	 0.2963 	 0.0187 	 0.0154 	 235.1469
  0.4321 	 0.2963 	 0.0123 	 0.0184 	 214.4925
  0.4938 	 0.2963 	 0.0019 	 0.0186 	 181.5872
  0.5556 	 0.2963 	 -0.0090 	 0.0186 	 200.2341
  0.6173 	 0.2963 	 -0.0170 	 0.0175 	 236.5125
  0.6790 	 0.2963 	 -0.0190 	 0.0123 	 221.6906
  0.7407 	 0.2963 	 -0.0154 	 0.0030 	 159.4918
  0.8025 	 0.2963 	 -0.0117 	 -0.0069 	 139.5122
  0.8642 	 0.2963 	 -0.0106 	 -0.0152 	 186.1696
  0.9259 	 0.2963 	 -0.0083 	 -0.0188 	 205.7696
  0.0617 	 0.3333 	 0.0086 	 -0.0227 	 244.2980
  0.1235 	 0.3333 	 0.0109 	 -0.0201 	 229.7495
  0.1852 	 0.3333 	 0.0056 	 -0.0127 	 139.1984
  0.2469 	 0.3333 	 0.0029 	 -0.0050 	 57.8041
  0.3086 	 0.3333 	 0.0069 	 0.0043 	 87.2545
  0.3704 	 0.3333 	 0.0112 	 0.0149 	 184.5067
  0.4321 	 0.3333 	 0.0093 	 0.0221 	 233.1389
  0.4938 	 0.3333 	 0.0015 	 0.0245 	 238.7685
  0.5556 	 0.3333 	 -0.0072 	 0.0239 	 242.0818
  0.6173 	 0.3333 	 -0.0116 	 0.0194 	 220.8231
  0.6790 	 0.3333 	 -0.0090 	 0.0099 	 136.0612
  0.7407 	 0.3333 	 -0.0027 	 -0.0004 	 35.2425
  0.8025 	 0.3333 	 -0.0009 	 -0.0069 	 65.9294
  0.8642 	 0.3333 	 -0.0061 	 -0.0125 	 139.5980
  0.9259 	 0.3333 	 -0.0112 	 -0.0185 	 218.0699
  0.0617 	 0.3704 	 0.0068 	 -0.0264 	 273.7828
  0.1235 	 0.3704 	 0.0075 	 -0.0180 	 195.7120
  0.1852 	 0.3704 	 -0.0007 	 -0.0074 	 72.9724
  0.2469 	 0.3704 	 -0.0072 	 -0.0037 	 72.3893
  0.3086 	 0.3704 	 -0.0047 	 0.0008 	 42.0049
  0.3704 	 0.3704 	 0.0017 	 0.0120 	 122.8478
  0.4321 	 0.3704 	 0.0041 	 0.0232 	 229.9066
  0.4938 	 0.3704 	 0.0008 	 0.0283 	 274.2909
  0.5556 	 0.3704 	 -0.0035 	 0.0268 	 262.7842
  0.6173 	 0.3704 	 -0.0035 	 0.0187 	 187.6326
  0.6790 	 0.3704 	 0.0019 	 0.0061 	 66.3583
  0.7407 	 0.3704 	 0.0071 	 -0.0030 	 67.1048
  0.8025 	 0.3704 	 0.0063 	 -0.0050 	 74.8798
  0.8642 	 0.3704 	 -0.0017 	 -0.0070 	 71.4506
  0.9259 	 0.3704 	 -0.0088 	 -0.0164 	 187.0987
  0.0617 	 0.4074 	 -0.0017 	 -0.0280 	 281.9289
  0.1235 	 0.4074 	 -0.0005 	 -0.0175 	 175.8348
  0.1852 	 0.4074 	 -0.0059 	 -0.0018 	 62.5648
  0.2469 	 0.4074 	 -0.0125 	 -0.0014 	 124.2521
  0.3086 	 0.4074 	 -0.0129 	 -0.0012 	 122.8197
  0.3704 	 0.4074 	 -0.0072 	 0.0078 	 106.4870
  0.4321 	 0.4074 	 -0.0020 	 0.0218 	 214.6108
  0.4938 	 0.4074 	 -0.0002 	 0.0288 	 279.8683
  0.5556 	 0.4074 	 0.0010 	 0.0268 	 261.0364
  0.6173 	 0.4074 	 0.0048 	 0.0159 	 164.8407
  0.6790 	 0.4074 	 0.0111 	 0.0025 	 108.5385
  0.7407 	 0.4074 	 0.0121 	 -0.0033 	 121.3125
  0.8025 	 0.4074 	 0.0101 	 -0.0028 	 105.1015
  0.8642 	 0.4074 	 0.0032 	 -0.0014 	 35.1946
  0.9259 	 0.4074 	 -0.0010 	 -0.0156 	 157.3378
  0.0617 	 0.4444 	 -0.0074 	 -0.0262 	 273.9983
  0.1235 	 0.4444 	 -0.0146 	 -0.0165 	 223.0300
  0.1852 	 0.4444 	 -0.0162 	 0.0001 	 163.7742
  0.2469 	 0.4444 	 -0.0129 	 -0.0013 	 130.8945
  0.3086 	 0.4444 	 -0.0152 	 0.0004 	 150.0821
  0.3704 	 0.4444 	 -0.0160 	 0.0046 	 160.3695
  0.4321 	 0.4444 	 -0.0089 	 0.0179 	 195.7189
  0.4938 	 0.4444 	 -0.0013 	 0.0257 	 251.5101
  0.5556 	 0.4444 	 0.0060 	 0.0234 	 236.0248
  0.6173 	 0.4444 	 0.0139 	 0.0119 	 177.7337
  0.6790 	 0.4444 	 0.0168 	 0.0015 	 163.8650
  0.7407 	 0.4444 	 0.0124 	 -0.0015 	 125.9774
  0.8025 	 0.4444 	 0.0118 	 -0.0029 	 122.5312
  0.8642 	 0.4444 	 0.0140 	 0.0007 	 142.5384
  0.9259 	 0.4444 	 0.0122 	 -0.0154 	 197.7745
  0.0617 	 0.4815 	 -0.0060 	 -0.0200 	 209.2490
  0.1235 	 0.4815 	 -0.0138 	 -0.0118 	 182.4753
  0.1852 	 0.4815 	 -0.0134 	 -0.0034 	 137.6951
  0.2469 	 0.4815 	 -0.0116 	 -0.0016 	 113.1834
  0.3086 	 0.4815 	 -0.0118 	 0.0013 	 114.8579
  0.3704 	 0.4815 	 -0.0114 	 0.0067 	 131.2265
  0.4321 	 0.4815 	 -0.0124 	 0.0131 	 177.7480
  0.4938 	 0.4815 	 -0.0022 	 0.0193 	 191.9530
  0.5556 	 0.4815 	 0.0092 	 0.0172 	 191.7831
  0.6173 	 0.4815 	 0.0128 	 0.0096 	 158.3912
  0.6790 	 0.4815 	 0.0114 	 0.0038 	 117.7938
  0.7407 	 0.4815 	 0.0115 	 -0.0006 	 110.5961
  0.8025 	 0.4815 	 0.0103 	 -0.0027 	 104.6305
  0.8642 	 0.4815 	 0.0129 	 -0.0032 	 133.4554
  0.9259 	 0.4815 	 0.0122 	 -0.0109 	 164.4655
  0.0617 	 0.5185 	 -0.0045 	 -0.0152 	 158.5535
  0.1235 	 0.5185 	 -0.0096 	 -0.0095 	 135.7770
  0.1852 	 0.5185 	 -0.0099 	 -0.0044 	 109.6514
  0.2469 	 0.5185 	 -0.0091 	 -0.0018 	 96.4630
  0.3086 	 0.5185 	 -0.0089 	 0.0014 	 96.0224
  0.3704 	 0.5185 	 -0.0087 	 0.0058 	 106.9511
  0.4321 	 0.5185 	 -0.0062 	 0.0112 	 127.0261
  0.4938 	 0.5185 	 -0.0010 	 0.0147 	 146.6929
  0.5556 	 0.5185 	 0.0046 	 0.0136 	 142.5980
  0.6173 	 0.5185 	 0.0080 	 0.0088 	 120.0441
  0.6790 	 0.5185 	 0.0087 	 0.0038 	 100.3631
  0.7407 	 0.5185 	 0.0087 	 -0.0001 	 91.7364
  0.8025 	 0.5185 	 0.0085 	 -0.0027 	 91.6559
  0.8642 	 0.5185 	 0.0093 	 -0.0043 	 104.0917
  0.9259 	 0.5185 	 0.0086 	 -0.0090 	 125.1167
