 x 	 y 	 u 	 v 	 m 
  0.0617 	 0.0370 	 0.0037 	 0.0021 	 43.1113
  0.1235 	 0.0370 	 0.0015 	 -0.0014 	 20.4592
  0.1852 	 0.0370 	 -0.0002 	 -0.0000 	 2.2794
  0.2469 	 0.0370 	 -0.0004 	 0.0004 	 5.5016
  0.3086 	 0.0370 	 -0.0006 	 -0.0000 	 6.0213
  0.3704 	 0.0370 	 -0.0006 	 -0.0001 	 6.4774
  0.4321 	 0.0370 	 -0.0005 	 -0.0002 	 4.9524
  0.4938 	 0.0370 	 -0.0002 	 -0.0002 	 2.7343
  0.5556 	 0.0370 	 0.0000 	 -0.0001 	 1.3935
  0.6173 	 0.0370 	 0.0001 	 -0.0001 	 1.4013
  0.6790 	 0.0370 	 0.0000 	 0.0000 	 0.2598
  0.7407 	 0.0370 	 -0.0003 	 0.0001 	 3.4177
  0.8025 	 0.0370 	 -0.0007 	 0.0004 	 8.0760
  0.8642 	 0.0370 	 -0.0010 	 -0.0001 	 10.1999
  0.9259 	 0.0370 	 -0.0032 	 -0.0014 	 34.7421
  0.0617 	 0.0741 	 0.0025 	 0.0032 	 41.0140
  0.1235 	 0.0741 	 0.0021 	 -0.0004 	 21.4775
  0.1852 	 0.0741 	 0.0024 	 -0.0000 	 24.1039
  0.2469 	 0.0741 	 0.0022 	 0.0006 	 23.0290
  0.3086 	 0.0741 	 0.0015 	 0.0003 	 15.3137
  0.3704 	 0.0741 	 0.0008 	 0.0001 	 8.2021
  0.4321 	 0.0741 	 0.0003 	 -0.0000 	 3.3948
  0.4938 	 0.0741 	 -0.0000 	 -0.0001 	 0.9395
  0.5556 	 0.0741 	 -0.0004 	 -0.0000 	 3.8313
  0.6173 	 0.0741 	 -0.0009 	 0.0002 	 9.3018
  0.6790 	 0.0741 	 -0.0017 	 0.0004 	 17.4718
  0.7407 	 0.0741 	 -0.0027 	 0.0006 	 27.5425
  0.8025 	 0.0741 	 -0.0035 	 0.0007 	 35.3933
  0.8642 	 0.0741 	 -0.0034 	 -0.0002 	 34.2059
  0.9259 	 0.0741 	 -0.0029 	 -0.0007 	 29.6694
  0.0617 	 0.1111 	 0.0008 	 0.0003 	 8.5288
  0.1235 	 0.1111 	 0.0053 	 -0.0015 	 54.9465
  0.1852 	 0.1111 	 0.0066 	 -0.0003 	 65.5885
  0.2469 	 0.1111 	 0.0062 	 0.0010 	 63.0404
  0.3086 	 0.1111 	 0.0048 	 0.0011 	 49.3523
  0.3704 	 0.1111 	 0.0031 	 0.0009 	 32.2666
  0.4321 	 0.1111 	 0.0016 	 0.0006 	 16.6962
  0.4938 	 0.1111 	 0.0003 	 0.0005 	 5.2320
  0.5556 	 0.1111 	 -0.0010 	 0.0006 	 11.6411
  0.6173 	 0.1111 	 -0.0026 	 0.0009 	 27.2676
  0.6790 	 0.1111 	 -0.0045 	 0.0013 	 46.4586
  0.7407 	 0.1111 	 -0.0063 	 0.0015 	 65.1036
  0.8025 	 0.1111 	 -0.0075 	 0.0010 	 75.9514
  0.8642 	 0.1111 	 -0.0072 	 -0.0006 	 72.5315
  0.9259 	 0.1111 	 -0.0051 	 -0.0021 	 55.2753
  0.0617 	 0.1481 	 0.0030 	 -0.0043 	 52.5131
  0.1235 	 0.1481 	 0.0090 	 -0.0038 	 97.4750
  0.1852 	 0.1481 	 0.0117 	 -0.0010 	 117.5853
  0.2469 	 0.1481 	 0.0121 	 0.0015 	 121.9265
  0.3086 	 0.1481 	 0.0101 	 0.0025 	 104.4077
  0.3704 	 0.1481 	 0.0069 	 0.0026 	 73.1619
  0.4321 	 0.1481 	 0.0035 	 0.0021 	 40.9243
  0.4938 	 0.1481 	 0.0006 	 0.0018 	 18.6744
  0.5556 	 0.1481 	 -0.0021 	 0.0020 	 28.6657
  0.6173 	 0.1481 	 -0.0053 	 0.0026 	 59.0860
